district,year,scenario,drought_probability,proj_rainfall_mm,proj_temp_c,proj_spi3,vulnerability,cdsi_mean,data_source,latitude,longitude
Mahabubabad,2032,SSP2-4.5,0.786,1219.9,28.11,0.303,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2033,SSP2-4.5,0.787,1227.3,28.14,0.31,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2034,SSP2-4.5,0.788,1234.7,28.17,0.318,0.86,0.67,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2035,SSP2-4.5,0.789,1242.2,28.2,0.326,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2036,SSP2-4.5,0.791,1249.6,28.23,0.334,0.86,0.672,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2037,SSP2-4.5,0.792,1257.0,28.26,0.341,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2038,SSP2-4.5,0.793,1264.5,28.29,0.349,0.86,0.674,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2039,SSP2-4.5,0.794,1271.9,28.32,0.357,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2040,SSP2-4.5,0.796,1279.3,28.35,0.364,0.86,0.676,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2026,SSP5-8.5,0.79,1135.4,28.2,0.173,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2027,SSP5-8.5,0.792,1140.0,28.25,0.174,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2028,SSP5-8.5,0.794,1144.6,28.3,0.176,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2029,SSP5-8.5,0.796,1149.2,28.35,0.178,0.86,0.676,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2030,SSP5-8.5,0.798,1153.8,28.41,0.179,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2031,SSP5-8.5,0.8,1158.4,28.46,0.181,0.86,0.68,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2032,SSP5-8.5,0.802,1163.0,28.51,0.183,0.86,0.682,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2033,SSP5-8.5,0.804,1167.6,28.56,0.184,0.86,0.683,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2034,SSP5-8.5,0.806,1172.2,28.61,0.186,0.86,0.685,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2035,SSP5-8.5,0.808,1176.8,28.66,0.188,0.86,0.687,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2036,SSP5-8.5,0.81,1181.3,28.71,0.19,0.86,0.688,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2037,SSP5-8.5,0.812,1185.9,28.76,0.191,0.86,0.69,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2038,SSP5-8.5,0.814,1190.5,28.81,0.193,0.86,0.692,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2039,SSP5-8.5,0.816,1195.1,28.86,0.195,0.86,0.694,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubabad,2040,SSP5-8.5,0.818,1199.7,28.91,0.196,0.86,0.695,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5974,80.0015
Mahabubnagar,2026,SSP2-4.5,0.854,620.1,27.71,-0.416,0.86,0.726,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2027,SSP2-4.5,0.858,614.1,27.76,-0.435,0.86,0.729,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2028,SSP2-4.5,0.863,608.2,27.82,-0.453,0.86,0.733,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2029,SSP2-4.5,0.867,602.2,27.87,-0.471,0.86,0.737,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2030,SSP2-4.5,0.872,596.3,27.93,-0.49,0.86,0.741,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2031,SSP2-4.5,0.876,590.3,27.98,-0.508,0.86,0.745,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2032,SSP2-4.5,0.881,584.4,28.03,-0.526,0.86,0.749,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2033,SSP2-4.5,0.885,578.4,28.09,-0.545,0.86,0.753,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2034,SSP2-4.5,0.89,572.4,28.14,-0.563,0.86,0.756,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2035,SSP2-4.5,0.894,566.5,28.19,-0.582,0.86,0.76,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2036,SSP2-4.5,0.899,560.5,28.25,-0.6,0.86,0.764,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2037,SSP2-4.5,0.903,554.6,28.3,-0.618,0.86,0.768,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2038,SSP2-4.5,0.908,548.6,28.35,-0.637,0.86,0.772,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2039,SSP2-4.5,0.913,542.6,28.41,-0.655,0.86,0.776,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2040,SSP2-4.5,0.917,536.7,28.46,-0.673,0.86,0.78,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2026,SSP5-8.5,0.877,588.7,27.99,-0.5,0.86,0.746,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2027,SSP5-8.5,0.884,580.5,28.06,-0.525,0.86,0.751,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2028,SSP5-8.5,0.89,572.3,28.14,-0.549,0.86,0.756,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2029,SSP5-8.5,0.896,564.1,28.21,-0.573,0.86,0.762,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2030,SSP5-8.5,0.902,555.9,28.29,-0.598,0.86,0.767,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2031,SSP5-8.5,0.909,547.7,28.36,-0.622,0.86,0.772,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2032,SSP5-8.5,0.915,539.5,28.43,-0.646,0.86,0.778,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2033,SSP5-8.5,0.921,531.3,28.51,-0.671,0.86,0.783,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2034,SSP5-8.5,0.927,523.1,28.58,-0.695,0.86,0.788,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2035,SSP5-8.5,0.934,514.9,28.65,-0.72,0.86,0.793,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2036,SSP5-8.5,0.94,506.7,28.73,-0.744,0.86,0.799,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2037,SSP5-8.5,0.946,498.5,28.8,-0.768,0.86,0.804,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2038,SSP5-8.5,0.95,490.2,28.87,-0.793,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2039,SSP5-8.5,0.95,482.0,28.95,-0.817,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mahabubnagar,2040,SSP5-8.5,0.95,473.8,29.02,-0.841,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mancherial,2026,SSP2-4.5,0.761,1538.8,27.59,0.751,0.86,0.647,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2027,SSP2-4.5,0.762,1556.1,27.6,0.777,0.86,0.648,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2028,SSP2-4.5,0.762,1573.4,27.61,0.804,0.86,0.648,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2029,SSP2-4.5,0.763,1590.7,27.63,0.83,0.86,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2030,SSP2-4.5,0.764,1608.0,27.64,0.857,0.86,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2031,SSP2-4.5,0.764,1625.3,27.66,0.884,0.86,0.65,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2032,SSP2-4.5,0.765,1642.6,27.67,0.91,0.86,0.65,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2033,SSP2-4.5,0.765,1659.9,27.69,0.937,0.86,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2034,SSP2-4.5,0.766,1677.2,27.7,0.963,0.86,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2035,SSP2-4.5,0.766,1694.5,27.71,0.99,0.86,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2036,SSP2-4.5,0.767,1711.8,27.73,1.016,0.86,0.652,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2037,SSP2-4.5,0.768,1729.1,27.74,1.043,0.86,0.652,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2038,SSP2-4.5,0.768,1746.4,27.76,1.069,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2039,SSP2-4.5,0.769,1763.7,27.77,1.096,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2040,SSP2-4.5,0.769,1781.0,27.79,1.122,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2026,SSP5-8.5,0.773,1494.6,27.87,0.667,0.86,0.657,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2027,SSP5-8.5,0.774,1508.8,27.9,0.687,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2028,SSP5-8.5,0.775,1522.9,27.93,0.708,0.86,0.659,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2029,SSP5-8.5,0.777,1537.1,27.97,0.728,0.86,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2030,SSP5-8.5,0.778,1551.2,28.0,0.749,0.86,0.661,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2031,SSP5-8.5,0.779,1565.4,28.04,0.77,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2032,SSP5-8.5,0.781,1579.5,28.07,0.79,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2033,SSP5-8.5,0.782,1593.7,28.11,0.811,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2034,SSP5-8.5,0.783,1607.9,28.14,0.831,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2035,SSP5-8.5,0.785,1622.0,28.17,0.852,0.86,0.667,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2036,SSP5-8.5,0.786,1636.2,28.21,0.872,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2037,SSP5-8.5,0.788,1650.3,28.24,0.893,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2038,SSP5-8.5,0.789,1664.5,28.28,0.913,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2039,SSP5-8.5,0.79,1678.6,28.31,0.934,0.86,0.672,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Mancherial,2040,SSP5-8.5,0.792,1692.8,28.35,0.954,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.8681,79.4616
Medak,2026,SSP2-4.5,0.819,921.9,26.71,-0.123,0.9,0.696,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2027,SSP2-4.5,0.821,922.1,26.74,-0.13,0.9,0.697,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2028,SSP2-4.5,0.822,922.4,26.77,-0.138,0.9,0.699,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2029,SSP2-4.5,0.823,922.6,26.8,-0.145,0.9,0.7,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2030,SSP2-4.5,0.824,922.8,26.83,-0.152,0.9,0.701,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2031,SSP2-4.5,0.826,923.1,26.86,-0.159,0.9,0.702,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2032,SSP2-4.5,0.827,923.3,26.9,-0.167,0.9,0.703,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2033,SSP2-4.5,0.828,923.6,26.93,-0.174,0.9,0.704,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2034,SSP2-4.5,0.829,923.8,26.96,-0.181,0.9,0.705,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2035,SSP2-4.5,0.831,924.0,26.99,-0.188,0.9,0.706,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2036,SSP2-4.5,0.832,924.3,27.02,-0.196,0.9,0.707,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2037,SSP2-4.5,0.833,924.5,27.05,-0.203,0.9,0.708,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2038,SSP2-4.5,0.834,924.7,27.08,-0.21,0.9,0.709,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2039,SSP2-4.5,0.836,925.0,27.12,-0.217,0.9,0.71,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2040,SSP2-4.5,0.837,925.2,27.15,-0.225,0.9,0.711,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2026,SSP5-8.5,0.83,884.8,26.99,-0.207,0.9,0.706,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2027,SSP5-8.5,0.833,882.4,27.04,-0.22,0.9,0.708,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2028,SSP5-8.5,0.836,879.9,27.09,-0.234,0.9,0.711,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2029,SSP5-8.5,0.839,877.5,27.14,-0.247,0.9,0.713,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2030,SSP5-8.5,0.842,875.1,27.19,-0.26,0.9,0.715,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2031,SSP5-8.5,0.845,872.7,27.24,-0.273,0.9,0.718,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2032,SSP5-8.5,0.847,870.3,27.3,-0.287,0.9,0.72,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2033,SSP5-8.5,0.85,867.9,27.35,-0.3,0.9,0.723,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2034,SSP5-8.5,0.853,865.5,27.4,-0.313,0.9,0.725,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2035,SSP5-8.5,0.856,863.0,27.45,-0.326,0.9,0.728,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2036,SSP5-8.5,0.859,860.6,27.5,-0.34,0.9,0.73,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2037,SSP5-8.5,0.862,858.2,27.55,-0.353,0.9,0.733,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2038,SSP5-8.5,0.865,855.8,27.6,-0.366,0.9,0.735,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2039,SSP5-8.5,0.868,853.4,27.66,-0.379,0.9,0.737,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medak,2040,SSP5-8.5,0.871,851.0,27.71,-0.393,0.9,0.74,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.0531,78.2604
Medchal_Malkajgiri,2026,SSP2-4.5,0.86,862.4,26.55,-0.047,0.94,0.731,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2027,SSP2-4.5,0.861,862.2,26.58,-0.051,0.94,0.732,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2028,SSP2-4.5,0.863,862.0,26.61,-0.055,0.94,0.733,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2029,SSP2-4.5,0.864,861.7,26.64,-0.059,0.94,0.734,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2030,SSP2-4.5,0.865,861.5,26.68,-0.063,0.94,0.735,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2031,SSP2-4.5,0.866,861.2,26.71,-0.067,0.94,0.736,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2032,SSP2-4.5,0.868,861.0,26.74,-0.071,0.94,0.738,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2033,SSP2-4.5,0.869,860.8,26.77,-0.075,0.94,0.739,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2034,SSP2-4.5,0.87,860.5,26.8,-0.079,0.94,0.74,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2035,SSP2-4.5,0.872,860.3,26.84,-0.083,0.94,0.741,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2036,SSP2-4.5,0.873,860.1,26.87,-0.087,0.94,0.742,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2037,SSP2-4.5,0.874,859.8,26.9,-0.091,0.94,0.743,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2038,SSP2-4.5,0.875,859.6,26.93,-0.095,0.94,0.744,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2039,SSP2-4.5,0.877,859.3,26.96,-0.099,0.94,0.745,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2040,SSP2-4.5,0.878,859.1,27.0,-0.103,0.94,0.746,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2026,SSP5-8.5,0.875,827.2,26.83,-0.131,0.94,0.744,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2027,SSP5-8.5,0.878,824.5,26.88,-0.141,0.94,0.747,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2028,SSP5-8.5,0.881,821.7,26.93,-0.151,0.94,0.749,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2029,SSP5-8.5,0.884,819.0,26.98,-0.161,0.94,0.752,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2030,SSP5-8.5,0.887,816.2,27.04,-0.171,0.94,0.754,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2031,SSP5-8.5,0.891,813.5,27.09,-0.181,0.94,0.757,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2032,SSP5-8.5,0.894,810.7,27.14,-0.191,0.94,0.76,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2033,SSP5-8.5,0.897,807.9,27.19,-0.201,0.94,0.762,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2034,SSP5-8.5,0.9,805.2,27.24,-0.211,0.94,0.765,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2035,SSP5-8.5,0.903,802.4,27.3,-0.221,0.94,0.767,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2036,SSP5-8.5,0.906,799.7,27.35,-0.231,0.94,0.77,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2037,SSP5-8.5,0.909,796.9,27.4,-0.241,0.94,0.773,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2038,SSP5-8.5,0.912,794.2,27.45,-0.251,0.94,0.775,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2039,SSP5-8.5,0.915,791.4,27.5,-0.261,0.94,0.778,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Medchal_Malkajgiri,2040,SSP5-8.5,0.918,788.7,27.56,-0.271,0.94,0.78,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Mulugu,2026,SSP2-4.5,0.771,1410.5,27.65,0.476,0.86,0.655,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2027,SSP2-4.5,0.772,1424.0,27.68,0.492,0.86,0.656,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2028,SSP2-4.5,0.773,1437.6,27.7,0.509,0.86,0.657,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2029,SSP2-4.5,0.774,1451.1,27.73,0.525,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2030,SSP2-4.5,0.775,1464.6,27.75,0.542,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2031,SSP2-4.5,0.776,1478.1,27.77,0.558,0.86,0.659,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2032,SSP2-4.5,0.777,1491.7,27.8,0.574,0.86,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2033,SSP2-4.5,0.778,1505.2,27.82,0.591,0.86,0.661,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2034,SSP2-4.5,0.778,1518.7,27.84,0.607,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2035,SSP2-4.5,0.779,1532.2,27.87,0.623,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2036,SSP2-4.5,0.78,1545.8,27.89,0.64,0.86,0.663,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2037,SSP2-4.5,0.781,1559.3,27.91,0.656,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2038,SSP2-4.5,0.782,1572.8,27.94,0.673,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2039,SSP2-4.5,0.783,1586.3,27.96,0.689,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2040,SSP2-4.5,0.784,1599.9,27.98,0.705,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2026,SSP5-8.5,0.782,1367.6,27.93,0.392,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2027,SSP5-8.5,0.784,1378.0,27.98,0.402,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2028,SSP5-8.5,0.786,1388.5,28.02,0.413,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2029,SSP5-8.5,0.787,1399.0,28.07,0.423,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2030,SSP5-8.5,0.789,1409.4,28.11,0.434,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2031,SSP5-8.5,0.791,1419.9,28.15,0.444,0.86,0.672,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2032,SSP5-8.5,0.793,1430.3,28.2,0.454,0.86,0.674,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2033,SSP5-8.5,0.794,1440.8,28.24,0.465,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2034,SSP5-8.5,0.796,1451.3,28.28,0.475,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2035,SSP5-8.5,0.798,1461.7,28.33,0.485,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
