district,latitude,longitude,year,month,rainfall_mm,humidity_pct,temp_mean_c,temp_max_c,temp_min_c
Adilabad,19.6641,78.532,2000,1,0.0,32.46,22.01,34.55,8.28
Adilabad,19.6641,78.532,2000,2,1.03,41.46,24.24,35.28,11.34
Adilabad,19.6641,78.532,2000,3,0.0,17.99,28.13,40.62,13.18
Adilabad,19.6641,78.532,2000,4,0.01,19.12,35.03,45.63,19.76
Adilabad,19.6641,78.532,2000,5,1.08,37.05,34.33,45.47,25.21
Adilabad,19.6641,78.532,2000,6,3.78,66.55,29.07,37.07,23.33
Adilabad,19.6641,78.532,2000,7,7.62,79.94,26.6,35.07,21.72
Adilabad,19.6641,78.532,2000,8,7.7,84.03,26.24,31.91,21.88
Adilabad,19.6641,78.532,2000,9,2.03,81.57,26.1,32.04,20.76
Adilabad,19.6641,78.532,2000,10,0.27,61.9,26.65,36.64,15.81
Adilabad,19.6641,78.532,2000,11,0.01,42.29,24.59,35.04,14.43
Adilabad,19.6641,78.532,2000,12,0.15,19.62,21.71,33.36,9.57
Adilabad,19.6641,78.532,2000,13,1.98,48.66,27.06,45.63,8.28
Adilabad,19.6641,78.532,2001,1,0.37,33.21,22.55,35.47,9.52
Adilabad,19.6641,78.532,2001,2,0.0,18.4,26.09,38.86,11.93
Adilabad,19.6641,78.532,2001,3,0.56,30.71,30.2,40.75,19.2
Adilabad,19.6641,78.532,2001,4,1.41,34.61,32.29,45.21,19.63
Adilabad,19.6641,78.532,2001,5,0.5,28.93,36.04,46.4,27.07
Adilabad,19.6641,78.532,2001,6,4.68,68.2,28.4,41.42,20.5
Adilabad,19.6641,78.532,2001,7,4.46,73.77,27.44,37.06,22.06
Adilabad,19.6641,78.532,2001,8,7.17,86.14,25.6,31.04,21.64
Adilabad,19.6641,78.532,2001,9,2.79,79.67,26.63,33.67,21.48
Adilabad,19.6641,78.532,2001,10,4.23,81.83,24.24,30.63,15.35
Adilabad,19.6641,78.532,2001,11,0.01,68.07,22.8,32.49,12.59
Adilabad,19.6641,78.532,2001,12,0.0,43.72,20.69,32.81,9.43
Adilabad,19.6641,78.532,2001,13,2.2,54.14,26.91,46.4,9.43
Adilabad,19.6641,78.532,2002,1,0.82,45.09,21.29,33.77,9.44
Adilabad,19.6641,78.532,2002,2,0.17,35.25,26.31,37.7,13.94
Adilabad,19.6641,78.532,2002,3,0.07,21.96,30.55,41.7,17.77
Adilabad,19.6641,78.532,2002,4,0.14,20.04,34.74,44.81,21.36
Adilabad,19.6641,78.532,2002,5,1.02,29.69,36.34,45.99,26.57
Adilabad,19.6641,78.532,2002,6,7.28,64.32,30.28,41.95,22.92
Adilabad,19.6641,78.532,2002,7,3.46,73.87,27.91,34.71,22.82
Adilabad,19.6641,78.532,2002,8,11.94,86.64,25.63,30.79,21.28
Adilabad,19.6641,78.532,2002,9,1.92,82.08,25.65,31.76,19.85
Adilabad,19.6641,78.532,2002,10,1.24,70.48,25.11,33.1,14.34
Adilabad,19.6641,78.532,2002,11,0.07,48.16,23.23,34.29,12.55
Adilabad,19.6641,78.532,2002,12,0.0,33.29,23.31,34.2,12.98
Adilabad,19.6641,78.532,2002,13,2.36,51.0,27.53,45.99,9.44
Adilabad,19.6641,78.532,2003,1,0.0,31.24,23.1,36.12,8.28
Adilabad,19.6641,78.532,2003,2,0.49,38.51,27.23,38.47,15.93
Adilabad,19.6641,78.532,2003,3,0.61,29.21,29.84,41.17,14.4
Adilabad,19.6641,78.532,2003,4,0.32,25.11,34.73,45.27,22.32
Adilabad,19.6641,78.532,2003,5,0.0,19.0,36.16,45.64,23.95
Adilabad,19.6641,78.532,2003,6,5.57,54.6,31.67,46.61,23.01
Adilabad,19.6641,78.532,2003,7,11.34,84.17,26.49,31.96,23.01
Adilabad,19.6641,78.532,2003,8,8.23,87.99,25.62,30.45,21.12
Adilabad,19.6641,78.532,2003,9,3.46,88.02,25.42,30.48,21.47
Adilabad,19.6641,78.532,2003,10,2.34,83.77,24.11,30.97,14.74
Adilabad,19.6641,78.532,2003,11,0.03,74.12,21.83,29.82,13.75
Adilabad,19.6641,78.532,2003,12,0.11,63.77,19.88,31.04,9.05
Adilabad,19.6641,78.532,2003,13,2.73,56.73,27.16,46.61,8.28
Adilabad,19.6641,78.532,2004,1,1.12,57.63,21.09,33.09,9.86
Adilabad,19.6641,78.532,2004,2,0.52,40.32,23.23,38.26,8.0
Adilabad,19.6641,78.532,2004,3,0.13,21.05,31.14,42.35,16.02
Adilabad,19.6641,78.532,2004,4,0.25,26.41,34.31,45.17,23.39
Adilabad,19.6641,78.532,2004,5,0.69,40.54,34.06,43.49,25.88
Adilabad,19.6641,78.532,2004,6,2.46,55.99,31.2,45.22,23.15
Adilabad,19.6641,78.532,2004,7,8.26,78.54,27.09,35.03,22.49
Adilabad,19.6641,78.532,2004,8,3.74,84.6,25.87,31.79,21.86
Adilabad,19.6641,78.532,2004,9,2.81,81.56,26.5,32.33,21.52
Adilabad,19.6641,78.532,2004,10,1.75,70.98,24.27,32.5,14.25
Adilabad,19.6641,78.532,2004,11,0.38,58.37,23.43,33.24,13.7
Adilabad,19.6641,78.532,2004,12,0.0,41.4,21.67,32.53,11.78
Adilabad,19.6641,78.532,2004,13,1.85,54.85,26.99,45.22,8.0
Adilabad,19.6641,78.532,2005,1,2.06,41.39,22.55,33.06,10.58
Adilabad,19.6641,78.532,2005,2,0.04,45.91,24.77,37.25,10.6
Adilabad,19.6641,78.532,2005,3,0.37,28.28,29.79,41.45,16.35
Adilabad,19.6641,78.532,2005,4,0.24,27.91,32.97,43.38,20.63
Adilabad,19.6641,78.532,2005,5,0.36,23.97,36.12,46.11,24.79
Adilabad,19.6641,78.532,2005,6,5.46,48.88,33.17,45.93,23.42
Adilabad,19.6641,78.532,2005,7,11.65,84.07,26.49,33.25,21.1
Adilabad,19.6641,78.532,2005,8,5.35,86.71,25.92,31.85,21.89
Adilabad,19.6641,78.532,2005,9,8.69,87.64,25.89,31.77,20.11
Adilabad,19.6641,78.532,2005,10,4.27,83.85,23.99,31.02,15.27
Adilabad,19.6641,78.532,2005,11,0.0,71.87,19.14,27.26,10.31
Adilabad,19.6641,78.532,2005,12,0.15,65.41,18.27,28.87,7.53
Adilabad,19.6641,78.532,2005,13,3.24,58.08,26.59,46.11,7.53
Adilabad,19.6641,78.532,2006,1,0.0,47.59,20.55,33.91,7.02
Adilabad,19.6641,78.532,2006,2,0.0,26.43,26.32,39.19,12.96
Adilabad,19.6641,78.532,2006,3,2.27,46.68,27.77,40.34,16.41
Adilabad,19.6641,78.532,2006,4,0.69,28.11,33.42,44.78,20.03
Adilabad,19.6641,78.532,2006,5,1.94,41.27,33.91,45.02,24.98
Adilabad,19.6641,78.532,2006,6,3.96,57.75,30.89,41.15,24.16
Adilabad,19.6641,78.532,2006,7,8.68,80.91,26.66,33.27,22.39
Adilabad,19.6641,78.532,2006,8,12.76,87.25,25.48,31.13,21.43
Adilabad,19.6641,78.532,2006,9,10.18,87.18,25.69,31.31,20.0
Adilabad,19.6641,78.532,2006,10,0.74,78.93,24.82,32.27,16.66
Adilabad,19.6641,78.532,2006,11,0.77,78.3,21.84,29.74,13.02
Adilabad,19.6641,78.532,2006,12,0.0,64.07,20.87,30.16,10.05
Adilabad,19.6641,78.532,2006,13,3.52,60.62,26.5,45.02,7.02
Adilabad,19.6641,78.532,2007,1,0.0,44.71,21.85,34.14,10.93
Adilabad,19.6641,78.532,2007,2,0.02,33.54,25.67,37.55,14.78
Adilabad,19.6641,78.532,2007,3,0.05,24.17,30.05,41.19,16.91
Adilabad,19.6641,78.532,2007,4,0.39,24.52,33.96,44.16,21.92
Adilabad,19.6641,78.532,2007,5,0.6,26.2,36.56,45.19,27.4
Adilabad,19.6641,78.532,2007,6,6.22,65.06,30.23,41.4,23.81
Adilabad,19.6641,78.532,2007,7,4.83,79.05,27.24,34.66,22.62
Adilabad,19.6641,78.532,2007,8,7.23,84.6,26.14,31.94,21.83
Adilabad,19.6641,78.532,2007,9,8.74,87.48,25.9,31.03,21.64
Adilabad,19.6641,78.532,2007,10,0.37,76.39,22.45,29.8,14.2
Adilabad,19.6641,78.532,2007,11,0.3,66.76,21.05,29.96,10.52
Adilabad,19.6641,78.532,2007,12,0.0,58.56,21.28,33.22,11.5
Adilabad,19.6641,78.532,2007,13,2.4,56.05,26.86,45.19,10.52
Adilabad,19.6641,78.532,2008,1,0.14,37.68,21.73,33.04,9.82
Adilabad,19.6641,78.532,2008,2,0.27,33.26,23.78,36.41,9.07
Adilabad,19.6641,78.532,2008,3,2.44,36.08,29.0,39.69,16.93
Adilabad,19.6641,78.532,2008,4,0.09,32.64,32.25,45.06,18.19
Adilabad,19.6641,78.532,2008,5,0.23,22.9,35.75,45.33,25.49
Adilabad,19.6641,78.532,2008,6,5.02,64.76,29.0,42.7,22.62
Adilabad,19.6641,78.532,2008,7,5.96,76.78,27.26,35.53,22.45
Adilabad,19.6641,78.532,2008,8,8.31,85.77,25.95,31.57,21.84
Adilabad,19.6641,78.532,2008,9,7.9,86.36,25.52,31.11,19.56
Adilabad,19.6641,78.532,2008,10,1.09,76.59,23.94,31.0,13.49
Adilabad,19.6641,78.532,2008,11,0.28,72.43,22.13,32.05,11.53
Adilabad,19.6641,78.532,2008,12,0.0,50.71,21.9,32.19,12.12
Adilabad,19.6641,78.532,2008,13,2.65,56.37,26.52,45.33,9.07
Adilabad,19.6641,78.532,2009,1,0.0,40.76,23.6,36.92,11.77
Adilabad,19.6641,78.532,2009,2,0.0,24.06,27.05,39.59,14.27
Adilabad,19.6641,78.532,2009,3,0.21,21.06,30.29,41.55,19.24
Adilabad,19.6641,78.532,2009,4,0.13,17.61,34.0,44.99,21.49
Adilabad,19.6641,78.532,2009,5,0.95,28.79,35.75,45.81,25.4
Adilabad,19.6641,78.532,2009,6,4.87,50.88,32.56,43.71,24.15
Adilabad,19.6641,78.532,2009,7,7.96,82.28,26.66,32.63,22.59
Adilabad,19.6641,78.532,2009,8,6.55,83.43,26.63,32.18,22.04
Adilabad,19.6641,78.532,2009,9,3.01,82.73,26.72,32.53,20.86
Adilabad,19.6641,78.532,2009,10,2.23,70.89,24.48,32.01,14.11
Adilabad,19.6641,78.532,2009,11,2.27,69.81,22.8,33.94,10.76
Adilabad,19.6641,78.532,2009,12,0.15,60.15,21.28,31.37,11.13
Adilabad,19.6641,78.532,2009,13,2.38,52.91,27.64,45.81,10.76
Adilabad,19.6641,78.532,2010,1,0.44,43.23,20.4,33.0,8.86
Adilabad,19.6641,78.532,2010,2,0.49,33.71,27.01,37.79,15.12
Adilabad,19.6641,78.532,2010,3,0.09,22.84,31.73,42.63,20.45
Adilabad,19.6641,78.532,2010,4,0.03,19.32,35.4,45.51,22.08
Adilabad,19.6641,78.532,2010,5,0.18,27.31,36.46,46.49,24.71
Adilabad,19.6641,78.532,2010,6,4.47,52.88,32.48,44.83,24.54
Adilabad,19.6641,78.532,2010,7,12.19,85.12,26.63,32.05,22.99
Adilabad,19.6641,78.532,2010,8,12.57,88.48,26.08,31.17,20.44
Adilabad,19.6641,78.532,2010,9,7.66,88.44,25.42,30.05,19.42
Adilabad,19.6641,78.532,2010,10,2.16,84.97,24.29,30.65,15.63
Adilabad,19.6641,78.532,2010,11,1.31,84.5,23.49,29.52,16.81
Adilabad,19.6641,78.532,2010,12,0.2,72.42,19.02,27.95,8.01
Adilabad,19.6641,78.532,2010,13,3.51,58.78,27.35,46.49,8.01
Adilabad,19.6641,78.532,2011,1,0.0,54.2,19.4,32.95,6.73
Adilabad,19.6641,78.532,2011,2,0.37,42.71,24.54,34.8,14.12
Adilabad,19.6641,78.532,2011,3,0.13,23.1,30.05,40.68,16.72
Adilabad,19.6641,78.532,2011,4,0.46,32.49,32.73,42.71,20.22
Adilabad,19.6641,78.532,2011,5,0.26,25.65,36.16,45.68,26.37
Adilabad,19.6641,78.532,2011,6,3.35,60.9,30.37,42.05,24.21
Adilabad,19.6641,78.532,2011,7,9.22,79.45,27.16,36.12,22.14
Adilabad,19.6641,78.532,2011,8,8.2,86.58,25.92,31.75,22.1
Adilabad,19.6641,78.532,2011,9,4.28,86.15,25.67,30.87,20.34
Adilabad,19.6641,78.532,2011,10,0.57,77.63,24.23,30.9,15.12
Adilabad,19.6641,78.532,2011,11,0.0,64.02,22.54,32.41,13.8
Adilabad,19.6641,78.532,2011,12,0.02,48.39,21.2,32.69,10.93
Adilabad,19.6641,78.532,2011,13,2.26,56.84,26.67,45.68,6.73
Adilabad,19.6641,78.532,2012,1,0.15,39.61,22.49,33.92,6.96
Adilabad,19.6641,78.532,2012,2,0.0,26.27,25.56,38.19,10.0
Adilabad,19.6641,78.532,2012,3,0.0,14.61,29.11,41.36,13.73
Adilabad,19.6641,78.532,2012,4,0.12,23.32,34.63,43.29,24.12
Adilabad,19.6641,78.532,2012,5,0.12,21.25,36.61,46.05,26.08
Adilabad,19.6641,78.532,2012,6,3.99,55.99,31.21,44.83,24.0
Adilabad,19.6641,78.532,2012,7,10.19,82.57,26.32,33.85,21.78
Adilabad,19.6641,78.532,2012,8,6.98,85.74,25.89,31.33,22.0
Adilabad,19.6641,78.532,2012,9,6.96,87.32,25.6,31.47,20.68
Adilabad,19.6641,78.532,2012,10,1.47,77.7,23.9,30.57,13.96
Adilabad,19.6641,78.532,2012,11,0.44,75.45,21.68,30.74,9.78
Adilabad,19.6641,78.532,2012,12,0.03,58.72,21.41,32.91,9.04
Adilabad,19.6641,78.532,2012,13,2.55,54.13,27.03,46.05,6.96
Adilabad,19.6641,78.532,2013,1,0.42,45.9,22.66,34.3,11.06
Adilabad,19.6641,78.532,2013,2,0.77,42.61,25.35,36.07,11.54
Adilabad,19.6641,78.532,2013,3,0.08,25.26,30.11,41.16,13.78
Adilabad,19.6641,78.532,2013,4,0.82,29.78,33.52,43.39,22.24
Adilabad,19.6641,78.532,2013,5,0.3,24.61,37.01,47.58,26.31
Adilabad,19.6641,78.532,2013,6,9.24,74.64,28.08,41.07,22.95
Adilabad,19.6641,78.532,2013,7,18.12,87.09,25.59,32.3,21.27
Adilabad,19.6641,78.532,2013,8,5.12,88.47,25.29,30.5,21.74
Adilabad,19.6641,78.532,2013,9,4.06,86.28,25.7,30.72,21.28
Adilabad,19.6641,78.532,2013,10,4.3,83.84,24.62,30.35,17.51
Adilabad,19.6641,78.532,2013,11,0.18,80.44,20.74,28.33,11.05
Adilabad,19.6641,78.532,2013,12,0.0,67.85,19.33,28.33,9.79
Adilabad,19.6641,78.532,2013,13,3.64,61.48,26.5,47.58,9.79
Adilabad,19.6641,78.532,2014,1,0.02,59.85,21.61,30.99,11.15
Adilabad,19.6641,78.532,2014,2,0.57,39.38,24.11,34.61,11.11
Adilabad,19.6641,78.532,2014,3,2.12,51.22,27.24,41.18,14.08
Adilabad,19.6641,78.532,2014,4,0.4,26.09,33.76,43.9,22.04
Adilabad,19.6641,78.532,2014,5,1.29,34.34,34.63,45.31,23.03
Adilabad,19.6641,78.532,2014,6,2.41,44.61,33.89,46.15,24.98
Adilabad,19.6641,78.532,2014,7,7.82,73.3,27.92,39.84,21.29
Adilabad,19.6641,78.532,2014,8,5.07,80.55,26.89,32.92,22.52
Adilabad,19.6641,78.532,2014,9,5.12,82.53,25.5,30.89,20.33
Adilabad,19.6641,78.532,2014,10,0.25,72.6,25.09,33.74,16.56
Adilabad,19.6641,78.532,2014,11,0.15,57.37,23.55,33.46,13.66
Adilabad,19.6641,78.532,2014,12,0.14,46.24,20.64,32.95,8.01
Adilabad,19.6641,78.532,2014,13,2.13,55.84,27.07,46.15,8.01
Adilabad,19.6641,78.532,2015,1,0.96,50.44,20.13,32.01,7.61
Adilabad,19.6641,78.532,2015,2,0.42,31.36,25.4,36.96,11.95
Adilabad,19.6641,78.532,2015,3,0.97,41.82,28.1,40.45,13.94
Adilabad,19.6641,78.532,2015,4,1.84,38.89,31.29,43.43,19.99
Adilabad,19.6641,78.532,2015,5,0.33,28.08,35.89,46.61,24.91
Adilabad,19.6641,78.532,2015,6,6.89,63.46,30.17,42.67,22.89
Adilabad,19.6641,78.532,2015,7,3.9,72.9,28.15,35.13,22.29
Adilabad,19.6641,78.532,2015,8,7.41,83.18,26.42,32.72,22.22
Adilabad,19.6641,78.532,2015,9,4.12,81.08,26.45,32.17,18.13
Adilabad,19.6641,78.532,2015,10,0.32,66.33,26.71,35.39,19.23
Adilabad,19.6641,78.532,2015,11,0.0,56.58,25.44,34.19,14.93
Adilabad,19.6641,78.532,2015,12,0.0,38.57,24.39,35.49,9.46
Adilabad,19.6641,78.532,2015,13,2.27,54.52,27.38,46.61,7.61
Adilabad,19.6641,78.532,2016,1,0.02,30.95,22.79,36.11,9.02
Adilabad,19.6641,78.532,2016,2,0.26,30.83,27.71,39.56,13.82
Adilabad,19.6641,78.532,2016,3,0.62,31.85,30.68,41.66,19.57
Adilabad,19.6641,78.532,2016,4,0.35,23.59,35.26,45.09,22.39
Adilabad,19.6641,78.532,2016,5,1.03,33.87,35.74,45.58,24.68
Adilabad,19.6641,78.532,2016,6,6.75,58.86,31.41,44.5,23.81
Adilabad,19.6641,78.532,2016,7,12.79,84.11,26.39,32.3,22.71
Adilabad,19.6641,78.532,2016,8,2.94,84.29,26.13,32.05,21.5
Adilabad,19.6641,78.532,2016,9,7.9,87.85,25.33,31.17,20.44
Adilabad,19.6641,78.532,2016,10,1.98,77.85,23.51,30.32,13.27
Adilabad,19.6641,78.532,2016,11,0.0,68.95,20.1,30.42,11.19
Adilabad,19.6641,78.532,2016,12,0.0,57.49,19.22,30.83,8.25
Adilabad,19.6641,78.532,2016,13,2.89,55.97,27.01,45.58,8.25
Adilabad,19.6641,78.532,2017,1,0.0,42.01,21.13,34.25,9.17
Adilabad,19.6641,78.532,2017,2,0.0,24.76,25.84,38.27,14.27
Adilabad,19.6641,78.532,2017,3,0.61,24.59,29.22,43.37,14.63
Adilabad,19.6641,78.532,2017,4,0.0,15.22,34.2,45.48,20.13
Adilabad,19.6641,78.532,2017,5,0.73,26.75,36.63,45.79,26.94
Adilabad,19.6641,78.532,2017,6,6.44,66.31,30.04,42.03,23.29
Adilabad,19.6641,78.532,2017,7,7.67,77.44,27.35,34.37,22.68
Adilabad,19.6641,78.532,2017,8,4.85,82.31,26.37,32.42,20.82
Adilabad,19.6641,78.532,2017,9,3.89,82.99,26.66,31.91,21.8
Adilabad,19.6641,78.532,2017,10,1.95,74.38,25.82,33.1,17.09
Adilabad,19.6641,78.532,2017,11,0.14,63.58,22.96,33.19,12.49
Adilabad,19.6641,78.532,2017,12,0.0,45.73,20.92,32.27,10.11
Adilabad,19.6641,78.532,2017,13,2.2,52.34,27.26,45.79,9.17
Adilabad,19.6641,78.532,2018,1,0.0,28.14,21.53,33.25,9.42
Adilabad,19.6641,78.532,2018,2,0.33,32.0,25.42,37.61,13.18
Adilabad,19.6641,78.532,2018,3,0.16,23.17,30.28,42.46,19.17
Adilabad,19.6641,78.532,2018,4,0.18,24.9,34.26,45.46,22.85
Adilabad,19.6641,78.532,2018,5,0.57,28.29,36.66,45.43,27.61
Adilabad,19.6641,78.532,2018,6,5.99,66.2,29.67,40.09,23.14
Adilabad,19.6641,78.532,2018,7,7.85,82.54,26.25,33.82,22.61
Adilabad,19.6641,78.532,2018,8,11.85,84.96,25.71,32.05,21.54
Adilabad,19.6641,78.532,2018,9,2.23,81.92,25.45,30.93,18.85
Adilabad,19.6641,78.532,2018,10,0.0,67.68,25.08,33.94,15.91
Adilabad,19.6641,78.532,2018,11,0.0,52.88,24.39,34.46,13.89
Adilabad,19.6641,78.532,2018,12,0.48,50.38,20.49,32.63,6.75
Adilabad,19.6641,78.532,2018,13,2.49,52.04,27.1,45.46,6.75
Adilabad,19.6641,78.532,2019,1,0.54,39.25,20.36,32.89,6.78
Adilabad,19.6641,78.532,2019,2,0.05,33.5,24.49,38.8,7.81
Adilabad,19.6641,78.532,2019,3,0.1,25.83,29.99,42.68,15.14
Adilabad,19.6641,78.532,2019,4,0.12,22.64,34.89,45.72,23.46
Adilabad,19.6641,78.532,2019,5,0.03,19.89,36.94,46.03,27.11
Adilabad,19.6641,78.532,2019,6,2.74,45.49,34.27,46.28,23.37
Adilabad,19.6641,78.532,2019,7,9.37,75.77,27.87,36.46,22.48
Adilabad,19.6641,78.532,2019,8,8.3,85.9,26.1,31.47,22.6
Adilabad,19.6641,78.532,2019,9,5.98,88.74,25.81,31.01,22.47
Adilabad,19.6641,78.532,2019,10,3.0,86.36,24.53,29.97,18.48
Adilabad,19.6641,78.532,2019,11,0.13,81.91,21.52,29.5,13.59
Adilabad,19.6641,78.532,2019,12,0.12,75.68,19.99,28.83,6.45
Adilabad,19.6641,78.532,2019,13,2.56,56.91,27.23,46.28,6.45
Adilabad,19.6641,78.532,2020,1,0.61,64.92,20.48,32.86,7.64
Adilabad,19.6641,78.532,2020,2,0.21,48.44,23.38,35.45,12.57
Adilabad,19.6641,78.532,2020,3,0.97,40.9,28.89,39.54,17.16
Adilabad,19.6641,78.532,2020,4,0.43,29.25,33.68,43.1,22.51
Adilabad,19.6641,78.532,2020,5,0.76,27.8,35.86,46.07,24.94
Adilabad,19.6641,78.532,2020,6,5.81,69.41,29.14,38.7,23.73
Adilabad,19.6641,78.532,2020,7,10.52,82.92,27.2,34.39,22.86
Adilabad,19.6641,78.532,2020,8,8.48,87.12,26.27,31.68,22.66
Adilabad,19.6641,78.532,2020,9,4.89,86.27,26.55,31.07,22.28
Adilabad,19.6641,78.532,2020,10,2.01,84.17,24.72,30.55,16.71
Adilabad,19.6641,78.532,2020,11,0.04,78.21,20.94,29.92,10.76
Adilabad,19.6641,78.532,2020,12,0.0,65.52,19.73,29.76,8.46
Adilabad,19.6641,78.532,2020,13,2.91,63.81,26.41,46.07,7.64
Adilabad,19.6641,78.532,2021,1,0.02,53.03,22.7,33.37,12.6
Adilabad,19.6641,78.532,2021,2,0.03,29.96,24.33,37.58,10.71
Adilabad,19.6641,78.532,2021,3,0.14,22.81,29.98,41.81,17.04
Adilabad,19.6641,78.532,2021,4,0.27,25.3,33.22,42.82,21.58
Adilabad,19.6641,78.532,2021,5,0.9,39.75,33.81,42.68,25.76
Adilabad,19.6641,78.532,2021,6,9.08,74.53,28.32,40.55,21.91
Adilabad,19.6641,78.532,2021,7,11.35,84.56,26.89,33.13,22.6
Adilabad,19.6641,78.532,2021,8,6.38,85.78,26.41,32.13,22.4
Adilabad,19.6641,78.532,2021,9,11.19,89.06,25.9,31.0,21.43
Adilabad,19.6641,78.532,2021,10,1.41,82.46,24.36,31.14,14.61
Adilabad,19.6641,78.532,2021,11,0.47,84.0,22.11,29.98,11.8
Adilabad,19.6641,78.532,2021,12,0.16,73.42,19.32,28.58,6.12
Adilabad,19.6641,78.532,2021,13,3.46,62.25,26.45,42.82,6.12
Adilabad,19.6641,78.532,2022,1,3.16,69.12,19.1,29.9,6.47
Adilabad,19.6641,78.532,2022,2,0.01,49.73,22.34,35.43,9.34
Adilabad,19.6641,78.532,2022,3,0.0,25.67,30.18,42.88,17.03
Adilabad,19.6641,78.532,2022,4,0.05,23.56,35.11,45.17,22.69
Adilabad,19.6641,78.532,2022,5,0.7,33.34,35.34,44.33,26.91
Adilabad,19.6641,78.532,2022,6,5.23,58.89,31.2,44.54,23.75
Adilabad,19.6641,78.532,2022,7,24.69,88.77,25.97,34.38,21.98
Adilabad,19.6641,78.532,2022,8,7.57,88.31,25.9,30.8,22.01
Adilabad,19.6641,78.532,2022,9,6.53,87.83,25.86,31.87,20.81
Adilabad,19.6641,78.532,2022,10,1.8,83.25,23.84,30.3,14.4
Adilabad,19.6641,78.532,2022,11,0.0,76.63,20.01,28.49,10.37
Adilabad,19.6641,78.532,2022,12,0.09,68.76,21.53,31.79,11.0
Adilabad,19.6641,78.532,2022,13,4.2,62.94,26.38,45.17,6.47
Adilabad,19.6641,78.532,2023,1,0.01,51.94,21.74,32.93,7.21
Adilabad,19.6641,78.532,2023,2,0.0,22.06,25.19,38.13,10.74
Adilabad,19.6641,78.532,2023,3,0.42,31.77,28.96,40.36,19.36
Adilabad,19.6641,78.532,2023,4,2.61,34.81,32.11,42.16,21.11
Adilabad,19.6641,78.532,2023,5,1.36,41.8,33.3,43.8,22.22
Adilabad,19.6641,78.532,2023,6,1.97,44.35,33.21,43.27,21.99
Adilabad,19.6641,78.532,2023,7,20.95,82.51,27.31,35.9,23.13
Adilabad,19.6641,78.532,2023,8,3.54,85.57,26.05,30.99,21.75
Adilabad,19.6641,78.532,2023,9,7.7,86.94,26.21,31.61,22.1
Adilabad,19.6641,78.532,2023,10,0.18,78.45,23.91,30.88,13.37
Adilabad,19.6641,78.532,2023,11,1.07,78.15,21.97,30.38,12.85
Adilabad,19.6641,78.532,2023,12,0.12,69.55,19.86,31.01,10.06
Adilabad,19.6641,78.532,2023,13,3.35,59.27,26.64,43.8,7.21
Adilabad,19.6641,78.532,2024,1,0.0,54.67,22.29,32.81,9.61
Adilabad,19.6641,78.532,2024,2,0.07,36.46,26.49,36.41,15.07
Adilabad,19.6641,78.532,2024,3,0.65,31.01,30.24,41.7,17.41
Adilabad,19.6641,78.532,2024,4,1.06,32.84,34.07,43.34,23.18
Adilabad,19.6641,78.532,2024,5,1.15,36.52,34.76,45.93,23.14
Adilabad,19.6641,78.532,2024,6,4.94,60.18,31.34,44.31,23.15
Adilabad,19.6641,78.532,2024,7,14.66,84.64,26.79,33.49,22.34
Adilabad,19.6641,78.532,2024,8,6.84,87.49,26.56,31.78,22.21
Adilabad,19.6641,78.532,2024,9,5.66,88.2,25.99,31.02,21.35
Adilabad,19.6641,78.532,2024,10,1.28,85.43,25.62,31.71,18.59
Adilabad,19.6641,78.532,2024,11,0.03,78.4,20.58,29.11,11.44
Adilabad,19.6641,78.532,2024,12,0.13,71.29,20.89,31.94,7.5
Adilabad,19.6641,78.532,2024,13,3.06,62.37,27.13,45.93,7.5
Bhadradri Kothagudem,17.5563,80.6218,2000,1,0.0,50.7,24.44,36.5,11.58
Bhadradri Kothagudem,17.5563,80.6218,2000,2,1.74,61.45,26.85,36.17,17.93
Bhadradri Kothagudem,17.5563,80.6218,2000,3,0.0,47.43,29.31,40.91,15.83
Bhadradri Kothagudem,17.5563,80.6218,2000,4,0.47,45.54,33.92,46.44,22.2
Bhadradri Kothagudem,17.5563,80.6218,2000,5,1.32,48.04,33.35,44.62,25.89
Bhadradri Kothagudem,17.5563,80.6218,2000,6,6.24,76.47,27.96,35.77,23.12
Bhadradri Kothagudem,17.5563,80.6218,2000,7,4.95,80.95,27.21,33.12,22.78
Bhadradri Kothagudem,17.5563,80.6218,2000,8,10.75,86.29,26.45,32.03,22.31
Bhadradri Kothagudem,17.5563,80.6218,2000,9,3.94,85.99,26.48,31.54,22.49
Bhadradri Kothagudem,17.5563,80.6218,2000,10,1.67,80.17,25.67,31.73,15.8
Bhadradri Kothagudem,17.5563,80.6218,2000,11,0.28,72.43,23.73,32.52,15.8
Bhadradri Kothagudem,17.5563,80.6218,2000,12,0.06,54.26,22.4,32.89,13.24
Bhadradri Kothagudem,17.5563,80.6218,2000,13,2.62,65.79,27.31,46.44,11.58
Bhadradri Kothagudem,17.5563,80.6218,2001,1,0.06,52.75,24.43,35.73,12.77
Bhadradri Kothagudem,17.5563,80.6218,2001,2,0.0,44.15,27.18,40.37,15.22
Bhadradri Kothagudem,17.5563,80.6218,2001,3,0.29,46.82,30.99,42.38,19.91
Bhadradri Kothagudem,17.5563,80.6218,2001,4,3.5,57.67,30.9,43.07,22.56
Bhadradri Kothagudem,17.5563,80.6218,2001,5,0.77,46.7,34.45,46.36,25.08
Bhadradri Kothagudem,17.5563,80.6218,2001,6,3.85,67.52,29.12,40.79,21.96
