district,latitude,longitude,year,month,rainfall_mm,humidity_pct,temp_mean_c,temp_max_c,temp_min_c
Suryapet,17.1411,79.6218,2016,1,0.04,50.28,24.49,36.67,13.27
Suryapet,17.1411,79.6218,2016,2,0.03,49.95,27.9,40.21,17.2
Suryapet,17.1411,79.6218,2016,3,0.01,45.54,30.79,42.39,19.34
Suryapet,17.1411,79.6218,2016,4,0.03,39.83,34.14,45.04,22.39
Suryapet,17.1411,79.6218,2016,5,2.42,47.12,33.8,44.7,25.15
Suryapet,17.1411,79.6218,2016,6,4.86,66.77,29.53,41.35,23.86
Suryapet,17.1411,79.6218,2016,7,3.51,72.08,28.29,35.97,23.2
Suryapet,17.1411,79.6218,2016,8,2.8,69.96,28.54,37.36,23.37
Suryapet,17.1411,79.6218,2016,9,6.17,81.19,26.5,33.76,21.54
Suryapet,17.1411,79.6218,2016,10,0.96,73.46,25.13,32.29,17.8
Suryapet,17.1411,79.6218,2016,11,0.0,60.4,23.6,33.67,14.04
Suryapet,17.1411,79.6218,2016,12,0.09,51.19,23.11,33.02,12.89
Suryapet,17.1411,79.6218,2016,13,1.74,59.0,27.98,45.04,12.89
Suryapet,17.1411,79.6218,2017,1,0.0,47.95,23.66,34.41,13.79
Suryapet,17.1411,79.6218,2017,2,0.0,41.33,26.54,39.03,16.39
Suryapet,17.1411,79.6218,2017,3,0.14,41.48,30.31,42.56,16.8
Suryapet,17.1411,79.6218,2017,4,0.04,33.97,34.58,44.87,23.1
Suryapet,17.1411,79.6218,2017,5,1.71,42.77,34.55,45.36,24.81
Suryapet,17.1411,79.6218,2017,6,4.48,65.49,30.01,42.24,23.55
Suryapet,17.1411,79.6218,2017,7,6.87,70.58,28.49,35.82,23.42
Suryapet,17.1411,79.6218,2017,8,6.19,79.41,27.1,33.64,21.47
Suryapet,17.1411,79.6218,2017,9,5.88,83.34,26.87,32.22,21.85
Suryapet,17.1411,79.6218,2017,10,2.35,83.02,25.8,31.92,17.55
Suryapet,17.1411,79.6218,2017,11,0.09,76.29,23.44,31.56,14.55
Suryapet,17.1411,79.6218,2017,12,0.0,62.79,21.58,31.41,12.43
Suryapet,17.1411,79.6218,2017,13,2.33,60.82,27.74,45.36,12.43
Suryapet,17.1411,79.6218,2018,1,0.0,46.08,22.86,33.64,13.12
Suryapet,17.1411,79.6218,2018,2,0.0,42.16,26.06,38.39,14.71
Suryapet,17.1411,79.6218,2018,3,0.03,36.64,30.58,41.9,19.55
Suryapet,17.1411,79.6218,2018,4,0.97,45.85,33.0,44.72,22.98
Suryapet,17.1411,79.6218,2018,5,0.84,46.96,33.97,44.55,25.2
Suryapet,17.1411,79.6218,2018,6,3.78,61.29,30.32,40.0,24.0
Suryapet,17.1411,79.6218,2018,7,3.72,67.43,28.62,36.8,23.58
Suryapet,17.1411,79.6218,2018,8,4.62,72.53,27.71,35.26,23.08
Suryapet,17.1411,79.6218,2018,9,2.53,73.21,27.73,35.13,20.79
Suryapet,17.1411,79.6218,2018,10,0.52,63.49,27.27,36.02,17.51
Suryapet,17.1411,79.6218,2018,11,0.12,57.03,26.52,35.66,15.94
Suryapet,17.1411,79.6218,2018,12,0.89,59.65,23.62,33.43,10.56
Suryapet,17.1411,79.6218,2018,13,1.51,56.1,28.19,44.72,10.56
Suryapet,17.1411,79.6218,2019,1,1.03,55.69,22.59,33.09,10.32
Suryapet,17.1411,79.6218,2019,2,0.02,54.93,26.38,39.21,13.93
Suryapet,17.1411,79.6218,2019,3,0.08,42.42,31.01,43.27,19.73
Suryapet,17.1411,79.6218,2019,4,0.97,41.68,33.5,43.94,23.05
Suryapet,17.1411,79.6218,2019,5,0.8,38.55,35.75,45.43,27.27
Suryapet,17.1411,79.6218,2019,6,2.4,55.01,32.14,42.25,25.06
Suryapet,17.1411,79.6218,2019,7,3.23,66.2,29.36,38.96,23.93
Suryapet,17.1411,79.6218,2019,8,5.23,74.44,28.04,35.14,23.59
Suryapet,17.1411,79.6218,2019,9,5.55,80.78,27.25,34.87,22.5
Suryapet,17.1411,79.6218,2019,10,3.8,85.73,25.86,32.16,21.56
Suryapet,17.1411,79.6218,2019,11,0.11,78.25,24.12,31.79,16.79
Suryapet,17.1411,79.6218,2019,12,0.27,73.49,23.17,30.85,15.08
Suryapet,17.1411,79.6218,2019,13,1.97,62.31,28.27,45.43,10.32
Suryapet,17.1411,79.6218,2020,1,0.34,63.71,24.21,34.89,12.53
Suryapet,17.1411,79.6218,2020,2,0.24,52.55,26.18,36.55,15.44
Suryapet,17.1411,79.6218,2020,3,0.5,48.52,29.97,40.87,20.91
Suryapet,17.1411,79.6218,2020,4,0.63,42.37,33.19,43.22,24.16
Suryapet,17.1411,79.6218,2020,5,0.82,39.75,35.16,45.96,26.19
Suryapet,17.1411,79.6218,2020,6,5.44,68.01,29.67,39.61,23.02
Suryapet,17.1411,79.6218,2020,7,8.56,80.84,27.44,33.94,22.7
Suryapet,17.1411,79.6218,2020,8,8.94,85.21,26.78,32.93,22.99
Suryapet,17.1411,79.6218,2020,9,6.85,87.13,26.58,31.77,21.89
Suryapet,17.1411,79.6218,2020,10,6.02,85.93,25.6,30.79,18.85
Suryapet,17.1411,79.6218,2020,11,1.4,85.6,23.15,29.75,14.06
Suryapet,17.1411,79.6218,2020,12,0.0,79.18,20.83,28.2,11.58
Suryapet,17.1411,79.6218,2020,13,3.33,68.29,27.4,45.96,11.58
Suryapet,17.1411,79.6218,2021,1,0.02,76.83,22.92,31.59,14.82
Suryapet,17.1411,79.6218,2021,2,0.09,57.2,24.31,36.97,12.99
Suryapet,17.1411,79.6218,2021,3,0.0,38.34,29.61,43.47,18.02
Suryapet,17.1411,79.6218,2021,4,0.58,41.51,32.81,42.98,23.64
Suryapet,17.1411,79.6218,2021,5,1.26,50.91,32.84,42.71,25.13
Suryapet,17.1411,79.6218,2021,6,5.41,67.39,29.38,38.63,23.71
Suryapet,17.1411,79.6218,2021,7,8.14,79.28,27.6,34.47,23.32
Suryapet,17.1411,79.6218,2021,8,5.41,80.94,27.32,33.08,22.21
Suryapet,17.1411,79.6218,2021,9,6.58,83.71,26.85,32.51,20.91
Suryapet,17.1411,79.6218,2021,10,2.02,83.74,25.81,31.27,18.71
Suryapet,17.1411,79.6218,2021,11,1.57,85.95,24.2,30.41,17.08
Suryapet,17.1411,79.6218,2021,12,0.0,74.95,21.89,30.59,9.76
Suryapet,17.1411,79.6218,2021,13,2.6,68.47,27.14,43.47,9.76
Suryapet,17.1411,79.6218,2022,1,1.36,67.52,22.2,32.57,10.48
Suryapet,17.1411,79.6218,2022,2,0.0,56.58,24.8,36.24,12.43
Suryapet,17.1411,79.6218,2022,3,0.0,39.03,30.98,42.48,17.52
Suryapet,17.1411,79.6218,2022,4,0.03,40.55,33.97,44.58,24.02
Suryapet,17.1411,79.6218,2022,5,1.79,53.04,32.73,44.88,25.42
Suryapet,17.1411,79.6218,2022,6,2.99,61.64,30.45,42.41,24.33
Suryapet,17.1411,79.6218,2022,7,10.32,79.67,27.27,36.27,22.91
Suryapet,17.1411,79.6218,2022,8,4.36,82.49,27.01,32.66,22.51
Suryapet,17.1411,79.6218,2022,9,3.87,82.97,26.85,32.24,21.67
Suryapet,17.1411,79.6218,2022,10,4.31,84.37,24.72,31.19,15.35
Suryapet,17.1411,79.6218,2022,11,0.26,78.07,22.82,30.02,13.74
Suryapet,17.1411,79.6218,2022,12,0.41,74.32,23.75,33.05,15.01
Suryapet,17.1411,79.6218,2022,13,2.5,66.78,27.3,44.88,10.48
Suryapet,17.1411,79.6218,2023,1,0.0,62.76,23.37,33.0,11.02
Suryapet,17.1411,79.6218,2023,2,0.0,40.45,26.62,37.92,15.54
Suryapet,17.1411,79.6218,2023,3,1.13,49.45,28.9,39.95,19.22
Suryapet,17.1411,79.6218,2023,4,1.16,42.26,32.57,43.54,23.24
Suryapet,17.1411,79.6218,2023,5,1.6,47.79,33.33,43.84,23.47
Suryapet,17.1411,79.6218,2023,6,1.53,44.67,33.99,43.8,24.13
Suryapet,17.1411,79.6218,2023,7,8.75,71.9,28.38,37.78,23.2
Suryapet,17.1411,79.6218,2023,8,1.65,75.97,28.05,33.94,23.27
Suryapet,17.1411,79.6218,2023,9,5.7,82.32,27.31,34.22,22.83
Suryapet,17.1411,79.6218,2023,10,0.36,70.69,26.41,33.82,17.08
Suryapet,17.1411,79.6218,2023,11,1.18,70.85,25.93,34.17,18.23
Suryapet,17.1411,79.6218,2023,12,1.74,71.26,22.53,33.76,13.11
Suryapet,17.1411,79.6218,2023,13,2.08,61.04,28.11,43.84,11.02
Suryapet,17.1411,79.6218,2024,1,0.0,64.72,24.12,33.6,15.95
Suryapet,17.1411,79.6218,2024,2,0.0,52.96,27.62,38.08,17.3
Suryapet,17.1411,79.6218,2024,3,0.01,44.07,31.23,42.47,21.75
Suryapet,17.1411,79.6218,2024,4,0.05,36.61,34.72,45.22,24.48
Suryapet,17.1411,79.6218,2024,5,2.83,54.22,33.37,46.04,24.71
Suryapet,17.1411,79.6218,2024,6,3.94,66.89,29.95,38.52,23.53
Suryapet,17.1411,79.6218,2024,7,4.71,72.89,28.33,36.56,23.86
Suryapet,17.1411,79.6218,2024,8,7.15,79.82,28.01,34.73,23.76
Suryapet,17.1411,79.6218,2024,9,6.67,83.89,26.77,32.4,22.0
Suryapet,17.1411,79.6218,2024,10,2.41,84.69,26.45,32.9,20.33
Suryapet,17.1411,79.6218,2024,11,0.46,78.52,23.51,30.41,15.38
Suryapet,17.1411,79.6218,2024,12,0.49,72.45,24.04,31.94,11.26
Suryapet,17.1411,79.6218,2024,13,2.4,66.04,28.17,46.04,11.26
Vikarabad,17.3371,77.9047,2000,1,0.0,33.57,22.88,35.22,10.64
Vikarabad,17.3371,77.9047,2000,2,1.99,47.24,24.78,34.92,13.93
Vikarabad,17.3371,77.9047,2000,3,0.02,31.28,27.23,39.29,14.79
Vikarabad,17.3371,77.9047,2000,4,0.02,26.56,33.25,43.76,19.57
Vikarabad,17.3371,77.9047,2000,5,1.61,48.14,30.76,43.29,23.09
Vikarabad,17.3371,77.9047,2000,6,8.54,76.24,25.84,33.96,20.65
Vikarabad,17.3371,77.9047,2000,7,2.62,79.41,25.02,31.23,20.48
Vikarabad,17.3371,77.9047,2000,8,13.34,82.95,24.63,31.03,20.04
Vikarabad,17.3371,77.9047,2000,9,1.99,82.86,24.57,30.48,19.26
Vikarabad,17.3371,77.9047,2000,10,0.94,71.72,24.36,31.8,15.15
Vikarabad,17.3371,77.9047,2000,11,0.17,62.0,22.72,32.63,13.57
Vikarabad,17.3371,77.9047,2000,12,0.02,34.7,21.25,32.38,11.69
Vikarabad,17.3371,77.9047,2000,13,2.61,56.38,25.6,43.76,10.64
Vikarabad,17.3371,77.9047,2001,1,0.24,40.01,22.75,34.38,11.9
Vikarabad,17.3371,77.9047,2001,2,0.0,23.33,25.83,38.28,14.05
Vikarabad,17.3371,77.9047,2001,3,1.28,37.91,28.6,39.35,18.2
Vikarabad,17.3371,77.9047,2001,4,0.75,40.08,31.14,42.58,20.54
Vikarabad,17.3371,77.9047,2001,5,0.12,32.45,33.62,43.98,24.58
Vikarabad,17.3371,77.9047,2001,6,6.35,69.22,26.68,38.46,20.6
Vikarabad,17.3371,77.9047,2001,7,2.03,69.77,26.41,34.93,20.15
Vikarabad,17.3371,77.9047,2001,8,7.18,83.11,24.41,30.37,20.33
Vikarabad,17.3371,77.9047,2001,9,4.5,82.15,25.01,31.91,20.55
Vikarabad,17.3371,77.9047,2001,10,3.86,83.07,23.15,29.59,14.8
Vikarabad,17.3371,77.9047,2001,11,0.05,73.97,22.04,30.51,12.57
Vikarabad,17.3371,77.9047,2001,12,0.01,55.36,20.23,30.79,11.63
Vikarabad,17.3371,77.9047,2001,13,2.21,57.72,25.82,43.98,11.63
Vikarabad,17.3371,77.9047,2002,1,0.45,52.26,21.69,34.76,9.38
Vikarabad,17.3371,77.9047,2002,2,0.04,41.54,25.37,36.61,16.17
Vikarabad,17.3371,77.9047,2002,3,0.38,30.1,29.24,40.19,19.02
Vikarabad,17.3371,77.9047,2002,4,0.07,28.67,33.18,42.52,20.94
Vikarabad,17.3371,77.9047,2002,5,2.32,43.31,32.64,43.31,22.35
Vikarabad,17.3371,77.9047,2002,6,5.27,68.28,27.83,36.66,21.88
Vikarabad,17.3371,77.9047,2002,7,2.56,69.58,26.94,34.91,21.4
Vikarabad,17.3371,77.9047,2002,8,6.98,81.19,24.73,30.93,19.96
Vikarabad,17.3371,77.9047,2002,9,1.26,74.15,25.69,34.74,19.16
Vikarabad,17.3371,77.9047,2002,10,3.52,70.1,24.65,36.47,15.85
Vikarabad,17.3371,77.9047,2002,11,0.06,53.58,22.72,33.46,12.78
Vikarabad,17.3371,77.9047,2002,12,0.01,45.51,22.47,33.5,13.92
Vikarabad,17.3371,77.9047,2002,13,1.93,54.95,26.43,43.31,9.38
Vikarabad,17.3371,77.9047,2003,1,0.0,43.02,23.15,34.76,10.22
Vikarabad,17.3371,77.9047,2003,2,0.23,42.32,26.72,36.57,16.71
Vikarabad,17.3371,77.9047,2003,3,0.38,35.45,29.14,39.53,17.12
Vikarabad,17.3371,77.9047,2003,4,0.79,33.54,32.11,41.71,21.19
Vikarabad,17.3371,77.9047,2003,5,0.06,22.65,34.39,43.31,23.49
Vikarabad,17.3371,77.9047,2003,6,2.51,54.1,29.91,43.64,21.58
Vikarabad,17.3371,77.9047,2003,7,8.34,79.8,25.37,33.57,21.51
Vikarabad,17.3371,77.9047,2003,8,5.13,83.11,24.67,31.47,19.14
Vikarabad,17.3371,77.9047,2003,9,2.23,82.95,24.8,30.66,20.2
Vikarabad,17.3371,77.9047,2003,10,4.82,79.93,23.95,31.39,13.94
Vikarabad,17.3371,77.9047,2003,11,0.03,72.36,21.29,30.11,13.16
Vikarabad,17.3371,77.9047,2003,12,0.05,60.17,20.25,30.73,11.13
Vikarabad,17.3371,77.9047,2003,13,2.07,57.54,26.3,43.64,10.22
Vikarabad,17.3371,77.9047,2004,1,1.08,55.59,21.58,32.8,11.57
Vikarabad,17.3371,77.9047,2004,2,0.18,41.67,23.63,37.47,9.68
Vikarabad,17.3371,77.9047,2004,3,0.7,28.67,29.52,40.93,18.05
Vikarabad,17.3371,77.9047,2004,4,1.92,43.36,30.62,41.71,18.48
Vikarabad,17.3371,77.9047,2004,5,1.5,57.35,29.56,39.73,21.66
Vikarabad,17.3371,77.9047,2004,6,1.19,62.12,28.19,36.97,21.35
Vikarabad,17.3371,77.9047,2004,7,7.5,79.4,25.1,31.85,20.91
Vikarabad,17.3371,77.9047,2004,8,2.07,78.36,25.2,32.06,20.8
Vikarabad,17.3371,77.9047,2004,9,4.14,81.23,25.02,32.31,19.77
Vikarabad,17.3371,77.9047,2004,10,2.34,75.77,23.82,31.42,14.14
Vikarabad,17.3371,77.9047,2004,11,0.03,60.23,22.74,32.66,12.51
Vikarabad,17.3371,77.9047,2004,12,0.0,46.57,21.32,32.28,11.94
Vikarabad,17.3371,77.9047,2004,13,1.9,59.26,25.52,41.71,9.68
Vikarabad,17.3371,77.9047,2005,1,1.28,49.22,22.8,32.62,12.37
Vikarabad,17.3371,77.9047,2005,2,0.05,41.11,25.25,37.71,12.15
Vikarabad,17.3371,77.9047,2005,3,0.45,32.09,28.48,40.0,16.29
Vikarabad,17.3371,77.9047,2005,4,0.87,41.13,31.01,40.06,21.89
Vikarabad,17.3371,77.9047,2005,5,1.05,35.78,32.86,43.69,22.32
Vikarabad,17.3371,77.9047,2005,6,3.53,61.23,29.13,41.14,21.39
Vikarabad,17.3371,77.9047,2005,7,11.78,81.76,25.19,32.66,21.03
Vikarabad,17.3371,77.9047,2005,8,4.52,85.9,24.38,29.65,20.8
Vikarabad,17.3371,77.9047,2005,9,7.39,87.58,24.35,29.66,19.86
Vikarabad,17.3371,77.9047,2005,10,7.01,85.65,23.2,29.89,16.62
Vikarabad,17.3371,77.9047,2005,11,0.02,78.34,18.28,26.62,9.75
Vikarabad,17.3371,77.9047,2005,12,0.05,70.78,18.27,27.57,8.48
Vikarabad,17.3371,77.9047,2005,13,3.19,62.67,25.26,43.69,8.48
Vikarabad,17.3371,77.9047,2006,1,0.0,59.17,19.54,31.56,7.77
Vikarabad,17.3371,77.9047,2006,2,0.0,39.53,24.01,36.81,13.27
Vikarabad,17.3371,77.9047,2006,3,1.35,44.99,27.37,39.03,15.66
Vikarabad,17.3371,77.9047,2006,4,1.98,38.87,31.15,41.53,20.52
Vikarabad,17.3371,77.9047,2006,5,3.0,48.99,30.99,42.19,22.71
Vikarabad,17.3371,77.9047,2006,6,3.26,70.1,27.27,35.6,21.92
Vikarabad,17.3371,77.9047,2006,7,5.93,74.47,25.98,33.56,20.37
Vikarabad,17.3371,77.9047,2006,8,6.55,83.73,24.38,30.62,19.62
Vikarabad,17.3371,77.9047,2006,9,7.6,84.9,24.58,31.75,19.49
Vikarabad,17.3371,77.9047,2006,10,0.75,80.79,23.55,30.08,16.52
Vikarabad,17.3371,77.9047,2006,11,1.99,80.44,21.36,29.62,13.7
Vikarabad,17.3371,77.9047,2006,12,0.0,68.15,20.37,29.54,12.04
Vikarabad,17.3371,77.9047,2006,13,2.71,64.67,25.04,42.19,7.77
Vikarabad,17.3371,77.9047,2007,1,0.0,53.01,21.64,33.45,12.42
Vikarabad,17.3371,77.9047,2007,2,0.0,39.51,24.63,35.93,15.13
Vikarabad,17.3371,77.9047,2007,3,0.0,31.73,29.23,40.1,17.11
Vikarabad,17.3371,77.9047,2007,4,0.7,34.3,31.74,41.89,22.28
Vikarabad,17.3371,77.9047,2007,5,0.63,33.68,33.66,43.05,24.24
Vikarabad,17.3371,77.9047,2007,6,6.09,69.27,27.84,38.85,21.99
Vikarabad,17.3371,77.9047,2007,7,3.08,78.08,25.76,32.88,21.46
Vikarabad,17.3371,77.9047,2007,8,7.43,82.0,24.93,31.96,20.52
Vikarabad,17.3371,77.9047,2007,9,8.63,87.88,24.3,30.78,18.2
Vikarabad,17.3371,77.9047,2007,10,1.02,79.39,21.87,29.02,15.12
Vikarabad,17.3371,77.9047,2007,11,0.12,71.5,19.93,28.81,9.49
Vikarabad,17.3371,77.9047,2007,12,0.0,64.68,20.79,32.02,12.48
Vikarabad,17.3371,77.9047,2007,13,2.31,60.53,25.53,43.05,9.49
Vikarabad,17.3371,77.9047,2008,1,0.01,44.89,21.27,32.18,10.85
Vikarabad,17.3371,77.9047,2008,2,1.65,51.27,23.65,34.62,11.38
Vikarabad,17.3371,77.9047,2008,3,4.94,46.58,26.72,37.66,15.8
Vikarabad,17.3371,77.9047,2008,4,0.39,45.46,29.25,41.58,17.4
Vikarabad,17.3371,77.9047,2008,5,0.55,31.66,32.55,42.32,22.49
Vikarabad,17.3371,77.9047,2008,6,1.82,61.65,27.91,39.26,21.0
Vikarabad,17.3371,77.9047,2008,7,3.71,66.04,27.23,36.84,21.42
Vikarabad,17.3371,77.9047,2008,8,13.75,85.02,24.54,31.38,20.58
Vikarabad,17.3371,77.9047,2008,9,6.31,85.08,24.17,30.36,18.1
Vikarabad,17.3371,77.9047,2008,10,1.62,79.78,22.9,30.28,13.36
Vikarabad,17.3371,77.9047,2008,11,1.54,76.11,21.06,28.89,11.78
Vikarabad,17.3371,77.9047,2008,12,0.01,65.69,20.7,30.43,11.9
Vikarabad,17.3371,77.9047,2008,13,3.04,61.6,25.17,42.32,10.85
Vikarabad,17.3371,77.9047,2009,1,0.0,54.69,21.86,35.53,12.94
Vikarabad,17.3371,77.9047,2009,2,0.0,33.75,26.38,38.86,16.55
Vikarabad,17.3371,77.9047,2009,3,0.14,27.03,29.25,40.34,19.2
Vikarabad,17.3371,77.9047,2009,4,0.65,29.34,32.15,42.56,21.24
Vikarabad,17.3371,77.9047,2009,5,1.09,35.47,33.09,43.44,23.64
Vikarabad,17.3371,77.9047,2009,6,2.82,64.74,28.12,39.7,22.02
Vikarabad,17.3371,77.9047,2009,7,2.1,70.33,26.54,34.8,21.12
Vikarabad,17.3371,77.9047,2009,8,10.13,73.97,26.29,35.94,20.58
Vikarabad,17.3371,77.9047,2009,9,4.66,83.06,25.16,31.29,20.54
Vikarabad,17.3371,77.9047,2009,10,2.02,75.96,23.32,30.08,14.11
Vikarabad,17.3371,77.9047,2009,11,1.25,74.04,22.33,31.51,11.3
Vikarabad,17.3371,77.9047,2009,12,0.09,63.6,21.19,30.38,11.64
Vikarabad,17.3371,77.9047,2009,13,2.09,57.3,26.3,43.44,11.3
Vikarabad,17.3371,77.9047,2010,1,0.26,50.9,21.58,31.91,10.37
Vikarabad,17.3371,77.9047,2010,2,0.23,39.16,26.36,37.35,14.72
Vikarabad,17.3371,77.9047,2010,3,0.0,28.16,30.6,40.66,18.48
Vikarabad,17.3371,77.9047,2010,4,0.11,29.2,33.38,42.65,20.75
Vikarabad,17.3371,77.9047,2010,5,0.63,35.76,33.8,43.95,23.18
Vikarabad,17.3371,77.9047,2010,6,4.63,62.68,29.08,41.14,21.88
Vikarabad,17.3371,77.9047,2010,7,10.37,83.18,24.98,31.52,20.12
Vikarabad,17.3371,77.9047,2010,8,7.66,85.85,24.8,30.66,18.81
Vikarabad,17.3371,77.9047,2010,9,6.79,87.66,24.25,29.73,19.2
Vikarabad,17.3371,77.9047,2010,10,2.05,85.44,23.31,29.9,15.12
Vikarabad,17.3371,77.9047,2010,11,1.41,86.39,22.52,28.87,15.36
Vikarabad,17.3371,77.9047,2010,12,0.35,75.86,18.61,27.01,8.44
Vikarabad,17.3371,77.9047,2010,13,2.89,62.67,26.09,43.95,8.44
Vikarabad,17.3371,77.9047,2011,1,0.0,59.81,19.42,31.36,8.96
Vikarabad,17.3371,77.9047,2011,2,0.22,53.4,23.51,33.02,13.73
Vikarabad,17.3371,77.9047,2011,3,0.07,30.7,28.59,39.4,17.88
Vikarabad,17.3371,77.9047,2011,4,0.18,35.47,30.8,41.26,19.96
Vikarabad,17.3371,77.9047,2011,5,0.36,33.57,33.11,42.38,24.87
Vikarabad,17.3371,77.9047,2011,6,1.61,60.71,28.34,37.59,22.27
Vikarabad,17.3371,77.9047,2011,7,7.02,76.95,25.7,34.92,20.57
Vikarabad,17.3371,77.9047,2011,8,6.73,82.22,24.96,32.46,20.09
Vikarabad,17.3371,77.9047,2011,9,2.1,83.33,24.59,30.52,19.99
Vikarabad,17.3371,77.9047,2011,10,1.64,76.68,24.17,30.95,17.85
Vikarabad,17.3371,77.9047,2011,11,0.14,60.65,22.59,32.14,13.06
Vikarabad,17.3371,77.9047,2011,12,0.01,44.6,21.98,32.72,11.67
Vikarabad,17.3371,77.9047,2011,13,1.69,58.19,25.65,42.38,8.96
Vikarabad,17.3371,77.9047,2012,1,0.04,42.14,22.83,34.42,9.89
Vikarabad,17.3371,77.9047,2012,2,0.0,31.72,25.4,37.53,14.36
Vikarabad,17.3371,77.9047,2012,3,0.0,19.54,28.31,40.05,14.72
Vikarabad,17.3371,77.9047,2012,4,0.7,36.31,31.94,40.71,21.87
Vikarabad,17.3371,77.9047,2012,5,0.22,27.53,34.17,42.82,24.05
Vikarabad,17.3371,77.9047,2012,6,3.62,56.29,29.04,41.68,21.05
Vikarabad,17.3371,77.9047,2012,7,6.72,77.06,25.53,33.77,20.76
Vikarabad,17.3371,77.9047,2012,8,4.54,80.34,24.99,31.34,19.92
Vikarabad,17.3371,77.9047,2012,9,4.01,83.64,24.62,30.3,19.85
Vikarabad,17.3371,77.9047,2012,10,2.07,76.64,23.17,30.81,15.24
Vikarabad,17.3371,77.9047,2012,11,1.11,69.31,22.43,31.39,10.87
Vikarabad,17.3371,77.9047,2012,12,0.0,56.19,22.25,33.0,11.41
Vikarabad,17.3371,77.9047,2012,13,1.92,54.78,26.22,42.82,9.89
Vikarabad,17.3371,77.9047,2013,1,0.08,46.33,23.47,33.92,13.68
Vikarabad,17.3371,77.9047,2013,2,0.71,45.58,24.84,35.4,12.18
Vikarabad,17.3371,77.9047,2013,3,0.01,31.28,28.86,39.51,15.37
Vikarabad,17.3371,77.9047,2013,4,1.72,40.35,30.95,40.6,21.37
Vikarabad,17.3371,77.9047,2013,5,0.64,35.5,33.72,43.84,24.42
Vikarabad,17.3371,77.9047,2013,6,5.65,74.28,26.33,33.47,21.52
Vikarabad,17.3371,77.9047,2013,7,7.97,81.25,24.79,31.46,20.2
Vikarabad,17.3371,77.9047,2013,8,4.0,84.02,24.36,30.71,20.66
Vikarabad,17.3371,77.9047,2013,9,5.49,85.44,24.39,29.81,18.56
Vikarabad,17.3371,77.9047,2013,10,6.02,85.5,23.35,29.49,14.72
Vikarabad,17.3371,77.9047,2013,11,0.35,81.8,20.46,28.16,11.03
Vikarabad,17.3371,77.9047,2013,12,0.0,69.01,18.57,28.14,9.41
Vikarabad,17.3371,77.9047,2013,13,2.73,63.43,25.34,43.84,9.41
Vikarabad,17.3371,77.9047,2014,1,0.0,65.21,20.87,29.78,12.24
Vikarabad,17.3371,77.9047,2014,2,0.15,43.97,23.63,34.04,13.32
Vikarabad,17.3371,77.9047,2014,3,1.73,48.5,26.61,40.08,16.41
Vikarabad,17.3371,77.9047,2014,4,0.55,30.99,31.91,40.41,22.12
Vikarabad,17.3371,77.9047,2014,5,1.6,43.88,31.69,41.97,21.31
Vikarabad,17.3371,77.9047,2014,6,1.68,51.47,30.69,41.04,23.54
Vikarabad,17.3371,77.9047,2014,7,4.83,71.61,26.63,37.26,20.98
Vikarabad,17.3371,77.9047,2014,8,7.65,74.49,26.18,34.61,21.14
Vikarabad,17.3371,77.9047,2014,9,2.66,83.09,24.29,30.37,18.15
Vikarabad,17.3371,77.9047,2014,10,1.04,72.15,24.07,32.54,14.32
Vikarabad,17.3371,77.9047,2014,11,0.21,59.76,22.54,32.44,13.47
Vikarabad,17.3371,77.9047,2014,12,0.12,49.24,21.24,32.23,10.6
Vikarabad,17.3371,77.9047,2014,13,1.87,57.99,25.86,41.97,10.6
Vikarabad,17.3371,77.9047,2015,1,0.13,44.13,21.14,32.02,9.73
Vikarabad,17.3371,77.9047,2015,2,0.13,37.17,24.26,35.52,13.99
Vikarabad,17.3371,77.9047,2015,3,0.83,41.97,27.61,39.48,14.69
Vikarabad,17.3371,77.9047,2015,4,2.79,46.6,29.24,39.92,16.83
Vikarabad,17.3371,77.9047,2015,5,0.33,36.06,32.98,44.11,22.59
Vikarabad,17.3371,77.9047,2015,6,2.55,62.15,28.37,39.51,21.91
Vikarabad,17.3371,77.9047,2015,7,1.69,61.44,28.31,37.15,21.41
Vikarabad,17.3371,77.9047,2015,8,3.47,72.29,26.56,34.67,21.35
Vikarabad,17.3371,77.9047,2015,9,4.71,77.8,25.62,34.85,18.7
Vikarabad,17.3371,77.9047,2015,10,0.43,62.55,26.23,34.86,18.73
Vikarabad,17.3371,77.9047,2015,11,0.1,57.49,25.01,33.92,16.29
Vikarabad,17.3371,77.9047,2015,12,0.01,45.08,24.1,35.02,11.02
Vikarabad,17.3371,77.9047,2015,13,1.43,53.78,26.63,44.11,9.73
Vikarabad,17.3371,77.9047,2016,1,0.06,39.34,22.7,35.66,12.38
Vikarabad,17.3371,77.9047,2016,2,0.01,37.49,26.87,38.71,15.63
Vikarabad,17.3371,77.9047,2016,3,0.05,32.71,30.05,40.25,19.57
Vikarabad,17.3371,77.9047,2016,4,0.26,27.16,33.66,42.66,22.57
Vikarabad,17.3371,77.9047,2016,5,1.76,41.39,32.84,42.54,22.9
Vikarabad,17.3371,77.9047,2016,6,4.71,68.19,27.75,39.99,22.04
Vikarabad,17.3371,77.9047,2016,7,5.5,78.5,25.59,32.92,21.37
Vikarabad,17.3371,77.9047,2016,8,2.52,77.49,25.61,32.75,20.71
Vikarabad,17.3371,77.9047,2016,9,10.35,85.12,24.14,30.76,18.93
