district,latitude,longitude,year,month,rainfall_mm,humidity_pct,temp_mean_c,temp_max_c,temp_min_c,days_in_month,spi3,spi6,spi3_class
Adilabad,19.6641,78.532,2000,1,0.0,32.46,22.01,34.55,8.28,31,-1.731664396122245,-3.0114537584997843,Severe Drought
Adilabad,19.6641,78.532,2000,2,29.87,41.46,24.24,35.28,11.34,29,-1.382994127100638,-3.0114537584997843,Moderate Drought
Adilabad,19.6641,78.532,2000,3,0.0,17.99,28.13,40.62,13.18,31,0.013591131895518593,-3.0114537584997843,Normal
Adilabad,19.6641,78.532,2000,4,0.3,19.12,35.03,45.63,19.76,30,0.0030441683706730217,-3.0114537584997843,Normal
Adilabad,19.6641,78.532,2000,5,33.48,37.05,34.33,45.47,25.21,31,-0.33777270069265647,-3.0114537584997843,Normal
Adilabad,19.6641,78.532,2000,6,113.4,66.55,29.07,37.07,23.33,30,-0.6993047542031808,-0.7676750284180914,Watch
Adilabad,19.6641,78.532,2000,7,236.22,79.94,26.6,35.07,21.72,31,-0.6728397012996151,-0.7423015730975172,Watch
Adilabad,19.6641,78.532,2000,8,238.7,84.03,26.24,31.91,21.88,31,-0.6775720116174755,-0.8159658183393228,Watch
Adilabad,19.6641,78.532,2000,9,60.9,81.57,26.1,32.04,20.76,30,-0.9642937106115617,-1.1389716236627483,Watch
Adilabad,19.6641,78.532,2000,10,8.37,61.9,26.65,36.64,15.81,31,-1.3853939634859702,-1.2740923204827652,Moderate Drought
Adilabad,19.6641,78.532,2000,11,0.3,42.29,24.59,35.04,14.43,30,-2.1578740430620367,-1.3908017097712768,Extreme Drought
Adilabad,19.6641,78.532,2000,12,4.65,19.62,21.71,33.36,9.57,31,-1.5616399245469315,-1.2230447366072272,Severe Drought
Adilabad,19.6641,78.532,2001,1,11.47,33.21,22.55,35.47,9.52,31,-0.014681674706297897,-1.4587503728822084,Normal
Adilabad,19.6641,78.532,2001,2,0.0,18.4,26.09,38.86,11.93,28,0.06402008817170923,-2.1578481785201538,Normal
Adilabad,19.6641,78.532,2001,3,17.36,30.71,30.2,40.75,19.2,31,-0.02566474529098646,-1.1852388256166906,Normal
Adilabad,19.6641,78.532,2001,4,42.3,34.61,32.29,45.21,19.63,30,0.8182448584312061,0.4440128730446201,Normal
Adilabad,19.6641,78.532,2001,5,15.5,28.93,36.04,46.4,27.07,31,0.7468835638731555,0.5141570973727332,Normal
Adilabad,19.6641,78.532,2001,6,140.4,68.2,28.4,41.42,20.5,30,0.23402346820211029,0.08039807206457403,Normal
Adilabad,19.6641,78.532,2001,7,138.26,73.77,27.44,37.06,22.06,31,-1.425833091735571,-1.2278507821200928,Moderate Drought
Adilabad,19.6641,78.532,2001,8,222.27,86.14,25.6,31.04,21.64,31,-1.3336527594453091,-1.155291152567393,Moderate Drought
Adilabad,19.6641,78.532,2001,9,83.7,79.67,26.63,33.67,21.48,30,-1.6005824615500948,-1.3892571158002673,Severe Drought
Adilabad,19.6641,78.532,2001,10,131.13,81.83,24.24,30.63,15.35,31,-0.023664295226367663,-1.0370629094221273,Normal
Adilabad,19.6641,78.532,2001,11,0.3,68.07,22.8,32.49,12.59,30,0.006179767943500791,-1.046114901515865,Normal
Adilabad,19.6641,78.532,2001,12,0.0,43.72,20.69,32.81,9.43,31,1.4278735949172403,-1.054109576467366,Normal
Adilabad,19.6641,78.532,2002,1,25.42,45.09,21.29,33.77,9.44,31,0.3399905314102679,-0.040396474008222195,Normal
Adilabad,19.6641,78.532,2002,2,4.76,35.25,26.31,37.7,13.94,28,0.619030335215799,0.06892207995192355,Normal
Adilabad,19.6641,78.532,2002,3,2.17,21.96,30.55,41.7,17.77,31,0.10358068346695387,1.103653716455045,Normal
Adilabad,19.6641,78.532,2002,4,4.2,20.04,34.74,44.81,21.36,30,-0.9176571490947059,-0.620541780360007,Watch
Adilabad,19.6641,78.532,2002,5,31.62,29.69,36.34,45.99,26.57,31,-0.19550893713133138,-0.019358444716597846,Normal
Adilabad,19.6641,78.532,2002,6,218.4,64.32,30.28,41.95,22.92,30,1.089281901657391,0.9409933158417177,Normal
Adilabad,19.6641,78.532,2002,7,107.26,73.87,27.91,34.71,22.82,31,-0.8778127081243181,-1.1037936305562794,Watch
Adilabad,19.6641,78.532,2002,8,370.14,86.64,25.63,30.79,21.28,31,0.04440553282665593,-0.057520848839949464,Normal
Adilabad,19.6641,78.532,2002,9,57.6,82.08,25.65,31.76,19.85,30,-0.9696452247975759,-0.5284099908166151,Watch
Adilabad,19.6641,78.532,2002,10,38.44,70.48,25.11,33.1,14.34,31,0.24421930787621762,-0.5249468184272474,Normal
Adilabad,19.6641,78.532,2002,11,2.1,48.16,23.23,34.29,12.55,30,-1.5725132670771371,-0.6133047561025975,Severe Drought
Adilabad,19.6641,78.532,2002,12,0.0,33.29,23.31,34.2,12.98,31,-0.3687308801582345,-1.0548618639778984,Normal
Adilabad,19.6641,78.532,2003,1,0.0,31.24,23.1,36.12,8.28,31,-1.0986366500575167,0.009262871845777105,Moderate Drought
Adilabad,19.6641,78.532,2003,2,13.72,38.51,27.23,38.47,15.93,28,-0.05806810717602066,-1.6576270702431188,Normal
Adilabad,19.6641,78.532,2003,3,18.91,29.21,29.84,41.17,14.4,31,0.11344277821781223,-0.37261395716707524,Normal
Adilabad,19.6641,78.532,2003,4,9.6,25.11,34.73,45.27,22.32,30,0.38179909182275185,-0.3718905659847714,Normal
Adilabad,19.6641,78.532,2003,5,0.0,19.0,36.16,45.64,23.95,31,-0.5344512614314271,-0.7926705683143068,Watch
Adilabad,19.6641,78.532,2003,6,167.1,54.6,31.67,46.61,23.01,30,-0.13688306463585817,-0.20406206093473228,Normal
Adilabad,19.6641,78.532,2003,7,351.54,84.17,26.49,31.96,23.01,31,0.27263668807673763,0.2862238814041298,Normal
Adilabad,19.6641,78.532,2003,8,255.13,87.99,25.62,30.45,21.12,31,0.5226334560127955,0.3699069153561303,Normal
Adilabad,19.6641,78.532,2003,9,103.8,88.02,25.42,30.48,21.47,30,0.06799954699268526,-0.01280570451736202,Normal
Adilabad,19.6641,78.532,2003,10,72.54,83.77,24.11,30.97,14.74,31,-0.07689154816617345,0.11898329200910555,Normal
Adilabad,19.6641,78.532,2003,11,0.9,74.12,21.83,29.82,13.75,30,-0.4200585153551997,0.17933331238657882,Normal
Adilabad,19.6641,78.532,2003,12,3.41,63.77,19.88,31.04,9.05,31,0.5183844411662802,0.13477836455626854,Normal
Adilabad,19.6641,78.532,2004,1,34.72,57.63,21.09,33.09,9.86,31,0.7238538463940526,0.029343472603544588,Normal
Adilabad,19.6641,78.532,2004,2,15.08,40.32,23.23,38.26,8.0,29,1.2523225744496862,-0.08468631308721547,Normal
Adilabad,19.6641,78.532,2004,3,4.03,21.05,31.14,42.35,16.02,31,0.737683955685415,0.6484031281738613,Normal
Adilabad,19.6641,78.532,2004,4,7.5,26.41,34.31,45.17,23.39,30,-0.12824778854535732,0.20653288180063328,Normal
Adilabad,19.6641,78.532,2004,5,21.39,40.54,34.06,43.49,25.88,31,-0.36832782671082787,0.4038106431571426,Normal
Adilabad,19.6641,78.532,2004,6,73.8,55.99,31.2,45.22,23.15,30,-1.7163219129610963,-1.1635738303042962,Severe Drought
Adilabad,19.6641,78.532,2004,7,256.06,78.54,27.09,35.03,22.49,31,-0.9271327581251977,-1.0252344453031315,Watch
Adilabad,19.6641,78.532,2004,8,115.94,84.6,25.87,31.79,21.86,31,-1.7889891631910915,-1.939861200802465,Severe Drought
Adilabad,19.6641,78.532,2004,9,84.3,81.56,26.5,32.33,21.52,30,-1.5118403536568057,-1.9403951054740822,Severe Drought
Adilabad,19.6641,78.532,2004,10,54.25,70.98,24.27,32.5,14.25,31,-2.066308517725257,-1.8106131998074435,Extreme Drought
Adilabad,19.6641,78.532,2004,11,11.4,58.37,23.43,33.24,13.7,30,-0.7673197339144507,-1.7829694580466566,Watch
Adilabad,19.6641,78.532,2004,12,0.0,41.4,21.67,32.53,11.78,31,0.282330013704021,-1.4021669136726955,Normal
Adilabad,19.6641,78.532,2005,1,63.86,41.39,22.55,33.06,10.58,31,1.4631842698479796,-1.396817963278332,Normal
Adilabad,19.6641,78.532,2005,2,1.12,45.91,24.77,37.25,10.6,28,1.511871939121638,-0.252399347919759,Normal
Adilabad,19.6641,78.532,2005,3,11.47,28.28,29.79,41.45,16.35,31,1.2450545703898062,0.813123040883236,Normal
Adilabad,19.6641,78.532,2005,4,7.2,27.91,32.97,43.38,20.63,30,-0.4186877601477294,0.8256650863067805,Normal
Adilabad,19.6641,78.532,2005,5,11.16,23.97,36.12,46.11,24.79,31,-0.4829424365198956,0.5874473794477509,Normal
Adilabad,19.6641,78.532,2005,6,163.8,48.88,33.17,45.93,23.42,30,-0.0399521180827128,0.5532407540767578,Normal
Adilabad,19.6641,78.532,2005,7,361.15,84.07,26.49,33.25,21.1,31,0.3819128701140766,0.2547553101390671,Normal
Adilabad,19.6641,78.532,2005,8,165.85,86.71,25.92,31.85,21.89,31,0.012545702201912843,-0.14266554687203856,Normal
Adilabad,19.6641,78.532,2005,9,260.7,87.64,25.89,31.77,20.11,30,0.4702015145311204,0.3935879378391381,Normal
Adilabad,19.6641,78.532,2005,10,132.37,83.85,23.99,31.02,15.27,31,1.0308985840968523,0.7890790510150452,Normal
Adilabad,19.6641,78.532,2005,11,0.0,71.87,19.14,27.26,10.31,30,1.5253965702325958,0.7840953594677746,Normal
Adilabad,19.6641,78.532,2005,12,4.65,65.41,18.27,28.87,7.53,31,1.5061886567785074,0.7951904619628489,Normal
Adilabad,19.6641,78.532,2006,1,0.0,47.59,20.55,33.91,7.02,31,-0.7673465225451401,0.8200222659445323,Watch
Adilabad,19.6641,78.532,2006,2,0.0,26.43,26.32,39.19,12.96,28,-0.6974001288028709,1.3735500289118057,Watch
Adilabad,19.6641,78.532,2006,3,70.37,46.68,27.77,40.34,16.41,31,1.1192854385673598,1.620914107935472,Normal
Adilabad,19.6641,78.532,2006,4,20.7,28.11,33.42,44.78,20.03,30,1.4314447928229117,0.8381969301003186,Normal
Adilabad,19.6641,78.532,2006,5,60.14,41.27,33.91,45.02,24.98,31,1.979028426147913,1.6442161647079137,Normal
Adilabad,19.6641,78.532,2006,6,118.8,57.75,30.89,41.15,24.16,30,0.2578868600210017,0.714510659587045,Normal
Adilabad,19.6641,78.532,2006,7,269.08,80.91,26.66,33.27,22.39,31,-0.19595332757543346,0.14691259143607172,Normal
Adilabad,19.6641,78.532,2006,8,395.56,87.25,25.48,31.13,21.43,31,0.5796806779064231,1.1319775344983802,Normal
Adilabad,19.6641,78.532,2006,9,305.4,87.18,25.69,31.31,20.0,30,1.3261218319892436,1.288990683313429,Normal
Adilabad,19.6641,78.532,2006,10,22.94,78.93,24.82,32.27,16.66,31,2.241537516638286,1.1210289868714411,Normal
Adilabad,19.6641,78.532,2006,11,23.1,78.3,21.84,29.74,13.02,30,1.2184613433968323,1.0032563986634297,Normal
Adilabad,19.6641,78.532,2006,12,0.0,64.07,20.87,30.16,10.05,31,-0.20647448168822324,1.199201437657774,Normal
Adilabad,19.6641,78.532,2007,1,0.0,44.71,21.85,34.14,10.93,31,0.25000133983897965,2.15699358610789,Normal
Adilabad,19.6641,78.532,2007,2,0.56,33.54,25.67,37.55,14.78,28,-1.256644820632967,1.0228945682895474,Moderate Drought
Adilabad,19.6641,78.532,2007,3,1.55,24.17,30.05,41.19,16.91,31,-2.096535722489303,-1.0010758545471972,Extreme Drought
Adilabad,19.6641,78.532,2007,4,11.7,24.52,33.96,44.16,21.92,30,-0.7396981377889383,-0.6184128373474338,Watch
Adilabad,19.6641,78.532,2007,5,18.6,26.2,36.56,45.19,27.4,31,-0.40713046577050643,-1.1743539468487354,Normal
Adilabad,19.6641,78.532,2007,6,186.6,65.06,30.23,41.4,23.81,30,0.535427120372194,-0.046583001380803915,Normal
Adilabad,19.6641,78.532,2007,7,149.73,79.05,27.24,34.66,22.62,31,-0.8969652693707754,-1.1010271074195397,Watch
Adilabad,19.6641,78.532,2007,8,224.13,84.6,26.14,31.94,21.83,31,-0.8790677149757842,-1.03363258703458,Watch
Adilabad,19.6641,78.532,2007,9,262.2,87.48,25.9,31.03,21.64,30,-0.34814211232195674,-0.18833479227487654,Normal
Adilabad,19.6641,78.532,2007,10,11.47,76.39,22.45,29.8,14.2,31,0.5231823772583953,-0.370521317127961,Normal
Adilabad,19.6641,78.532,2007,11,9.0,66.76,21.05,29.96,10.52,30,0.6552638062072009,-0.3545607584239499,Normal
Adilabad,19.6641,78.532,2007,12,0.0,58.56,21.28,33.22,11.5,31,-1.143240306814695,-0.5696763324537452,Moderate Drought
Adilabad,19.6641,78.532,2008,1,4.34,37.68,21.73,33.04,9.82,31,-0.16136437399793988,0.3862902394152479,Normal
Adilabad,19.6641,78.532,2008,2,7.83,33.26,23.78,36.41,9.07,29,-0.14394603641400167,0.5400567725477174,Normal
Adilabad,19.6641,78.532,2008,3,75.64,36.08,29.0,39.69,16.93,31,1.464199151192903,0.2955907446346947,Normal
Adilabad,19.6641,78.532,2008,4,2.7,32.64,32.25,45.06,18.19,30,1.3456884287126842,0.9080406470881326,Normal
Adilabad,19.6641,78.532,2008,5,7.13,22.9,35.75,45.33,25.49,31,0.9503632504040316,0.6449230597856142,Normal
Adilabad,19.6641,78.532,2008,6,150.6,64.76,29.0,42.7,22.62,30,-0.43822856498026436,0.4024161830884018,Normal
Adilabad,19.6641,78.532,2008,7,184.76,76.78,27.26,35.53,22.45,31,-0.9998275305186367,-0.6244798819097382,Watch
Adilabad,19.6641,78.532,2008,8,257.61,85.77,25.95,31.57,21.84,31,-0.6445744583846831,-0.4228658120246349,Watch
Adilabad,19.6641,78.532,2008,9,237.0,86.36,25.52,31.11,19.56,30,-0.10219764619903964,-0.2571130413538797,Normal
Adilabad,19.6641,78.532,2008,10,33.79,76.59,23.94,31.0,13.49,31,0.7822037972996492,-0.27649551945931045,Normal
Adilabad,19.6641,78.532,2008,11,8.4,72.43,22.13,32.05,11.53,30,0.6244932143507218,-0.20659705917649365,Normal
Adilabad,19.6641,78.532,2008,12,0.0,50.71,21.9,32.19,12.12,31,-0.31853556022176427,-0.20869051436264424,Normal
Adilabad,19.6641,78.532,2009,1,0.0,40.76,23.6,36.92,11.77,31,-0.45364600900273105,0.60205854646025,Normal
Adilabad,19.6641,78.532,2009,2,0.0,24.06,27.05,39.59,14.27,28,-1.382994127100638,0.3972743355306954,Moderate Drought
Adilabad,19.6641,78.532,2009,3,6.51,21.06,30.29,41.55,19.24,31,-1.3596986003404041,-0.9850310021460028,Moderate Drought
Adilabad,19.6641,78.532,2009,4,3.9,17.61,34.0,44.99,21.49,30,-0.9708274073621395,-1.4209984010184704,Watch
Adilabad,19.6641,78.532,2009,5,29.45,28.79,35.75,45.81,25.4,31,-0.13579592429855017,-0.8785000259442547,Normal
Adilabad,19.6641,78.532,2009,6,146.1,50.88,32.56,43.71,24.15,30,-0.0878154696834279,-0.6055905103789864,Normal
Adilabad,19.6641,78.532,2009,7,246.76,82.28,26.66,32.63,22.59,31,-0.37883536455718514,-0.5938780060352145,Normal
Adilabad,19.6641,78.532,2009,8,203.05,83.43,26.63,32.18,22.04,31,-0.623801678860587,-0.7184451479151096,Watch
Adilabad,19.6641,78.532,2009,9,90.3,82.73,26.72,32.53,20.86,30,-0.9363869380903039,-0.9219789062019682,Watch
Adilabad,19.6641,78.532,2009,10,69.13,70.89,24.48,32.01,14.11,31,-0.7706935781847558,-0.7347500359990021,Watch
Adilabad,19.6641,78.532,2009,11,68.1,69.81,22.8,33.94,10.76,30,0.13459091995556832,-0.45687853513956383,Normal
Adilabad,19.6641,78.532,2009,12,4.65,60.15,21.28,31.37,11.13,31,1.5726701852818183,-0.42559515683740917,Normal
Adilabad,19.6641,78.532,2010,1,13.64,43.23,20.4,33.0,8.86,31,1.6440635000312138,-0.16907803623661807,Normal
Adilabad,19.6641,78.532,2010,2,13.72,33.71,27.01,37.79,15.12,28,0.6784046773467636,0.2102917322128431,Normal
Adilabad,19.6641,78.532,2010,3,2.79,22.84,31.73,42.63,20.45,31,0.024000141806198676,1.207695302573184,Normal
Adilabad,19.6641,78.532,2010,4,0.9,19.32,35.4,45.51,22.08,30,-0.5367449401199645,0.985061484701055,Watch
Adilabad,19.6641,78.532,2010,5,5.58,27.31,36.46,46.49,24.71,31,-1.6276864305775978,-0.8266575218544479,Severe Drought
Adilabad,19.6641,78.532,2010,6,134.1,52.88,32.48,44.83,24.54,30,-0.8353558081852014,-0.8860419593445632,Watch
Adilabad,19.6641,78.532,2010,7,377.89,85.12,26.63,32.05,22.99,31,0.26586490163714727,0.12020573456074513,Normal
Adilabad,19.6641,78.532,2010,8,389.67,88.48,26.08,31.17,20.44,31,1.242392941906724,1.0008986489423257,Normal
Adilabad,19.6641,78.532,2010,9,229.8,88.44,25.42,30.05,19.42,30,1.4450382286886667,1.153860347671515,Normal
Adilabad,19.6641,78.532,2010,10,66.96,84.97,24.29,30.65,15.63,31,1.9836377993379568,1.2553053524246314,Normal
Adilabad,19.6641,78.532,2010,11,39.3,84.5,23.49,29.52,16.81,30,1.09917218100725,1.4262250406855754,Normal
Adilabad,19.6641,78.532,2010,12,6.2,72.42,19.02,27.95,8.01,31,1.1453088662558084,1.5898131096907728,Normal
Adilabad,19.6641,78.532,2011,1,0.0,54.2,19.4,32.95,6.73,31,0.8803935429595919,2.055773467200824,Normal
Adilabad,19.6641,78.532,2011,2,10.36,42.71,24.54,34.8,14.12,28,0.08517800842614413,1.027840915309595,Normal
Adilabad,19.6641,78.532,2011,3,4.03,23.1,30.05,40.68,16.72,31,-0.7161683145359912,0.5910636795653638,Watch
Adilabad,19.6641,78.532,2011,4,13.8,32.49,32.73,42.71,20.22,30,-0.06857270302321374,0.39165165103494654,Normal
Adilabad,19.6641,78.532,2011,5,8.06,25.65,36.16,45.68,26.37,31,-0.64190082901247,-0.7848766027309018,Watch
Adilabad,19.6641,78.532,2011,6,100.5,60.9,30.37,42.05,24.21,30,-1.2352334300215126,-1.5802041894911139,Moderate Drought
Adilabad,19.6641,78.532,2011,7,285.82,79.45,27.16,36.12,22.14,31,-0.5862454374455963,-0.6707538779866276,Watch
Adilabad,19.6641,78.532,2011,8,254.2,86.58,25.92,31.75,22.1,31,-0.3167604461565534,-0.5048989911225226,Normal
Adilabad,19.6641,78.532,2011,9,128.4,86.15,25.67,30.87,20.34,30,-0.16336185387739796,-0.5198702512388279,Normal
Adilabad,19.6641,78.532,2011,10,17.67,77.63,24.23,30.9,15.12,31,-0.3806295949824773,-0.6806028777327023,Normal
Adilabad,19.6641,78.532,2011,11,0.0,64.02,22.54,32.41,13.8,30,-0.8201450079191491,-0.6528875244822087,Watch
Adilabad,19.6641,78.532,2011,12,0.62,48.39,21.2,32.69,10.93,31,-1.257373526702858,-0.39928466639145216,Moderate Drought
Adilabad,19.6641,78.532,2012,1,4.65,39.61,22.49,33.92,6.96,31,-0.7060746200700833,-0.5867543508905094,Watch
Adilabad,19.6641,78.532,2012,2,0.0,26.27,25.56,38.19,10.0,29,-0.638049172394917,-1.0418860480635013,Watch
Adilabad,19.6641,78.532,2012,3,0.0,14.61,29.11,41.36,13.73,31,-1.597959047062603,-1.9469582384269613,Severe Drought
Adilabad,19.6641,78.532,2012,4,3.6,23.32,34.63,43.29,24.12,30,-1.7118537133326153,-2.165242584878613,Severe Drought
Adilabad,19.6641,78.532,2012,5,3.72,21.25,36.61,46.05,26.08,31,-1.8211655830751674,-2.3348697601117063,Severe Drought
Adilabad,19.6641,78.532,2012,6,119.7,55.99,31.21,44.83,24.0,30,-1.1292539399635189,-1.6939490635712673,Moderate Drought
Adilabad,19.6641,78.532,2012,7,315.89,82.57,26.32,33.85,21.78,31,-0.25709885074944044,-0.5179200044286212,Normal
Adilabad,19.6641,78.532,2012,8,216.38,85.74,25.89,31.33,22.0,31,-0.24028639988942896,-0.553921402601718,Normal
Adilabad,19.6641,78.532,2012,9,208.8,87.32,25.6,31.47,20.68,30,0.23067606465095752,-0.1101336663112852,Normal
Adilabad,19.6641,78.532,2012,10,45.57,77.7,23.9,30.57,13.96,31,0.28529777251835703,-0.07807550634055449,Normal
Adilabad,19.6641,78.532,2012,11,13.2,75.45,21.68,30.74,9.78,30,0.5198864422488684,0.027964400717817046,Normal
Adilabad,19.6641,78.532,2012,12,0.93,58.72,21.41,32.91,9.04,31,0.14586984222934363,0.20264742342919717,Normal
Adilabad,19.6641,78.532,2013,1,13.02,45.9,22.66,34.3,11.06,31,0.38661493683258075,0.2721428812329254,Normal
Adilabad,19.6641,78.532,2013,2,21.56,42.61,25.35,36.07,11.54,28,0.7864412892528516,0.613235032066071,Normal
Adilabad,19.6641,78.532,2013,3,2.48,25.26,30.11,41.16,13.78,31,0.26239233344458635,0.09498742180283563,Normal
Adilabad,19.6641,78.532,2013,4,24.6,29.78,33.52,43.39,22.24,30,0.5540238395816725,0.43771782559949346,Normal
Adilabad,19.6641,78.532,2013,5,9.3,24.61,37.01,47.58,26.31,31,-0.2485613589381442,0.07392719649702009,Normal
Adilabad,19.6641,78.532,2013,6,277.2,74.64,28.08,41.07,22.95,30,1.8396305390016277,1.7154066961702872,Normal
Adilabad,19.6641,78.532,2013,7,561.72,87.09,25.59,32.3,21.27,31,2.031367098337887,2.0904706047187904,Normal
Adilabad,19.6641,78.532,2013,8,158.72,88.47,25.29,30.5,21.74,31,1.739750494007397,1.658646098179636,Normal
Adilabad,19.6641,78.532,2013,9,121.8,86.28,25.7,30.72,21.28,30,0.7387461545377222,1.2197278906190245,Normal
Adilabad,19.6641,78.532,2013,10,133.3,83.84,24.62,30.35,17.51,31,-0.24683357385147534,1.4924255095066175,Normal
Adilabad,19.6641,78.532,2013,11,5.4,80.44,20.74,28.33,11.05,30,0.45477045401982796,1.5074548499529226,Normal
Adilabad,19.6641,78.532,2013,12,0.0,67.85,19.33,28.33,9.79,31,1.5293338299299033,1.04673471523958,Normal
Adilabad,19.6641,78.532,2014,1,0.62,59.85,21.61,30.99,11.15,31,-0.6380095449244433,-0.44572559664337125,Watch
Adilabad,19.6641,78.532,2014,2,15.96,39.38,24.11,34.61,11.11,28,0.08613154846383782,0.3776228070633225,Normal
Adilabad,19.6641,78.532,2014,3,65.72,51.22,27.24,41.18,14.08,31,1.3602670643560186,1.7680557827147938,Normal
Adilabad,19.6641,78.532,2014,4,12.0,26.09,33.76,43.9,22.04,30,1.475957526816064,0.9114965521613418,Normal
Adilabad,19.6641,78.532,2014,5,39.99,34.34,34.63,45.31,23.03,31,1.500216893740334,1.3074364476244218,Normal
Adilabad,19.6641,78.532,2014,6,72.3,44.61,33.89,46.15,24.98,30,-1.1910080500860103,-0.24952254497361812,Moderate Drought
Adilabad,19.6641,78.532,2014,7,242.42,73.3,27.92,39.84,21.29,31,-0.8987627183218064,-0.47755965862233346,Watch
Adilabad,19.6641,78.532,2014,8,157.17,80.55,26.89,32.92,22.52,31,-1.568938620792025,-1.0537998071973893,Severe Drought
Adilabad,19.6641,78.532,2014,9,153.6,82.53,25.5,30.89,20.33,30,-0.8522230641085157,-1.1724174113931447,Watch
Adilabad,19.6641,78.532,2014,10,7.75,72.6,25.09,33.74,16.56,31,-1.2609247979404135,-1.3823333259561377,Moderate Drought
Adilabad,19.6641,78.532,2014,11,4.5,57.37,23.55,33.46,13.66,30,-0.5601942403346643,-1.5150629833766334,Watch
Adilabad,19.6641,78.532,2014,12,4.34,46.24,20.64,32.95,8.01,31,-1.353585773521833,-1.0910985204445933,Moderate Drought
Adilabad,19.6641,78.532,2015,1,29.76,50.44,20.13,32.01,7.61,31,0.7128884224136375,-1.0909002735819753,Normal
Adilabad,19.6641,78.532,2015,2,11.76,31.36,25.4,36.96,11.95,28,1.072336992968227,-0.2882119062547517,Normal
Adilabad,19.6641,78.532,2015,3,30.07,41.82,28.1,40.45,13.94,31,1.1450559907593991,-0.06508259800023272,Normal
Adilabad,19.6641,78.532,2015,4,55.2,38.89,31.29,43.43,19.99,30,1.5319807331138338,1.501501649109622,Normal
Adilabad,19.6641,78.532,2015,5,10.23,28.08,35.89,46.61,24.91,31,1.133717405141761,1.421363317312375,Normal
Adilabad,19.6641,78.532,2015,6,206.7,63.46,30.17,42.67,22.89,30,1.336306611738579,1.6626973280217725,Normal
Adilabad,19.6641,78.532,2015,7,120.9,72.9,28.15,35.13,22.29,31,-1.0390202125821195,-0.5778262966664541,Moderate Drought
Adilabad,19.6641,78.532,2015,8,229.71,83.18,26.42,32.72,22.22,31,-0.9022742724930339,-0.5988485338279329,Watch
Adilabad,19.6641,78.532,2015,9,123.6,81.08,26.45,32.17,18.13,30,-1.383106116689246,-0.7677453098734354,Moderate Drought
Adilabad,19.6641,78.532,2015,10,9.92,66.33,26.71,35.39,19.23,31,-0.762690631674543,-1.2143129726546453,Watch
Adilabad,19.6641,78.532,2015,11,0.0,56.58,25.44,34.19,14.93,30,-0.9979798548038457,-1.1931719628767312,Watch
Adilabad,19.6641,78.532,2015,12,0.0,38.57,24.39,35.49,9.46,31,-1.82418518183007,-1.6623518068624143,Severe Drought
Adilabad,19.6641,78.532,2016,1,0.62,30.95,22.79,36.11,9.02,31,-1.4357706065216274,-1.018151602597794,Moderate Drought
Adilabad,19.6641,78.532,2016,2,7.54,30.83,27.71,39.56,13.82,29,-0.4019441426245945,-1.1809956483866482,Normal
Adilabad,19.6641,78.532,2016,3,19.22,31.85,30.68,41.66,19.57,31,-0.08204939003114943,-1.3484177767601961,Normal
Adilabad,19.6641,78.532,2016,4,10.5,23.59,35.26,45.09,22.39,30,0.2358908588501468,-0.584326772941481,Normal
Adilabad,19.6641,78.532,2016,5,31.93,33.87,35.74,45.58,24.68,31,0.4506614605504984,0.022178949896266863,Normal
Adilabad,19.6641,78.532,2016,6,202.5,58.86,31.41,44.5,23.81,30,0.9566706386185797,0.7465017890463768,Normal
Adilabad,19.6641,78.532,2016,7,396.49,84.11,26.39,32.3,22.71,31,0.9373187728591704,0.9248982203180824,Normal
Adilabad,19.6641,78.532,2016,8,91.14,84.29,26.13,32.05,21.5,31,0.008264803874124503,0.05723881230276889,Normal
Adilabad,19.6641,78.532,2016,9,237.0,87.85,25.33,31.17,20.44,30,0.14384557583909047,0.3921559852200033,Normal
Adilabad,19.6641,78.532,2016,10,61.38,77.85,23.51,30.32,13.27,31,-0.4889628722227716,0.4520528078722671,Normal
Adilabad,19.6641,78.532,2016,11,0.0,68.95,20.1,30.42,11.19,30,0.791171706821903,0.35541576845222955,Normal
Adilabad,19.6641,78.532,2016,12,0.0,57.49,19.22,30.83,8.25,31,0.18528839574086678,0.1281269354187409,Normal
Adilabad,19.6641,78.532,2017,1,0.0,42.01,21.13,34.25,9.17,31,-1.731664396122245,-0.7487964507245632,Severe Drought
Adilabad,19.6641,78.532,2017,2,0.0,24.76,25.84,38.27,14.27,28,-1.382994127100638,0.5716576214330129,Moderate Drought
Adilabad,19.6641,78.532,2017,3,18.91,24.59,29.22,43.37,14.63,31,-0.4613859147179619,-0.22185683546783935,Normal
Adilabad,19.6641,78.532,2017,4,0.0,15.22,34.2,45.48,20.13,30,-0.4610947599656883,-1.4152439571806104,Normal
Adilabad,19.6641,78.532,2017,5,22.63,26.75,36.63,45.79,26.94,31,-0.08376586915940153,-0.8173016790930511,Normal
Adilabad,19.6641,78.532,2017,6,193.2,66.31,30.04,42.03,23.29,30,0.518655154533313,0.19968015510445433,Normal
Adilabad,19.6641,78.532,2017,7,237.77,77.44,27.35,34.37,22.68,31,-0.15719976785630815,-0.3037719003969319,Normal
Adilabad,19.6641,78.532,2017,8,150.35,82.31,26.37,32.42,20.82,31,-0.7275801750170138,-0.8105061581118671,Watch
